# Interlingua translation file: English -> hi
# Format: hash<TAB>translation
hash	translation
a8fcc7dc8239f040	परहेज़ किया
1a9e0aa27de67080	अमूर्त
0e39bbbb38078080	विचारमग्न
0e39bbbb38078040	निकाला
90b72f242323d040	सारांश निकालना
a79f264fa970e040	संक्षेप करता है
574d1a5bf20e9080	बेतुका
751d5663bca54080	प्रचुर
6d919424cb0e60c0	प्रचुर मात्रा में
ccb11affcdebe040	दुर्व्यवहार करना
76ce9c57c6982040	दुरुपयोग करना
76ce9c57c6982080	दुर्व्यवहार किया गया
1d49bbdef26b4040	दुरुपयोग करता है
c339d8fe806b4040	दुर्व्यवहार कर रहा
2416d307cc9e8080	अपमानजनक
726367defd3d6040	लगा हुआ
726367defd3d6080	सटा हुआ
7660ca53aa80d040	भुगतना
5bc9f95ca053e080	अत्यंत बुरा
02381690f4ae8080	शैक्षणिक
320f4b53dd33b0c0	शैक्षणिक रूप से
73445274f6b70080	अकाडियन
786e5e8c733eb040	तेज़ करना
f65fe33dd4dd1080	त्वरित
f65fe33dd4dd1040	तेज़ करना
64fc4ba7f7642040	तेज़ करता है
350966825998d040	तेज़ करना
8e787f0be4a88080	उच्चारित
8e787f0be4a88040	उच्चारण किया
a59d660746eaf040	ज़ोर देना
5513c7252e2a8040	ज़ोर दिया
6507c531d1cd3040	स्वीकार करना
54e2e21f7db4a080	स्वीकार्य
b54cc5fa943e9040	स्वीकार किया
b54cc5fa943e9080	स्वीकृत
cbe29d9ba81f9040	स्वीकार करना
8ea89e560f8b9040	स्वीकार करता है
723089f5a7f33040	पहुँचना
d28bf8ef656e2040	पहुंचा
1dee1cc243a44040	पहुँचता है
e21ac292a44fe080	सुलभ
ae62ed3ad33b2040	एक्सेस करना
781fd5eb29bcd080	आकस्मिक
28db0666808c20c0	गलती से
0c78dccedecc8040	सराहना करना
9bb6c6559dcc2080	प्रशंसित
e545216382e48040	समायोजित करना
c59664bd1cf54040	समायोजित किया
6840f56852e89040	समायोजित करता है
407b3e603deeb080	सहायक
407b3e603deeb040	समायोजित कर रहा
3b3440a4f3bce040	साथ गया
3b3440a4f3bce080	संगत
fb202804a67f3040	साथ देता है
cb950c83a95b0040	साथ देना
4d4a343e7acdb040	साथ जाना
4d4a343e7acdb080	साथ का
6d959a45b892b040	पूरा करना
af22ea9bb199e080	सिद्ध
af22ea9bb199e040	पूरा किया
8b7c9450ef522040	पूरा करता है
2647f2e8bbc64040	पूरा कर रहा
87cab753db57e040	प्रदान करना
03664011f21ac040	प्रदान किया
f51b00d32f5a50c0	तदनुसार
ac18ee09a7fed040	प्रदान करता है
b87f34838c7a9080	जवाबदेह
bf68e6e042512040	हिसाब देना
2dfe1cb958232080	मान्यता प्राप्त
5cbbb0d105d52040	मान्यता देना
588e94ba73f61040	अर्जित होना
19bf4dc42abe9040	अर्जित हुआ
19bf4dc42abe9080	संचित
7e21ba4f7e625040	संचित होना
234c1bf6aa870040	जमा करना
fd03ed434ee7c040	जमा करना
0661214156300040	जमा करता है
911ccdc1fa5e9040	जमा करना
3f84db92be971080	सटीक
cb62784e21feb0c0	सटीक रूप से
f1b4c8fe07ff4040	आरोप लगाना
a21525bcd343e040	आरोप लगाया
f3a28f3d70644040	आरोप लगाता है
df4510b3a9d99040	आरोप लगा रहा
df4510b3a9d99080	आरोप लगाने वाला
721deff46032e080	अभ्यस्त
db92637d85141080	उत्कृष्ट
b13869436f787080	एसिटिक
bc354f3c7d0e0040	दर्द होना
77aead90852f1040	दर्द होता है
5195e3e9dbcdd080	प्राप्य
b57b27da872d4040	प्राप्त करना
493719a710c09040	प्राप्त किया
493719a710c09080	प्राप्त
c05bd26290adb040	प्राप्त करता है
9393e1000c7e9040	प्राप्त करना
6f9aa9bbf6f3f080	दर्द करता हुआ
6f9aa9bbf6f3f040	दर्द करना
386c8da883bb8080	अम्लीय
16b94fcd005ed040	स्वीकार करना
b49b1cb54af4d040	स्वीकार किया
b49b1cb54af4d080	मान्य
008351c7292f9040	स्वीकार करता है
95ec1ad8b8047040	स्वीकार करना
0dbccca9dd901080	ध्वनिक
637396d691197080	ध्वनि संबंधी
1c02bab23e1e1040	परिचित कराना
11bc51411553d080	परिचित
11bc51411553d040	परिचित कराया
9580d918eeb70040	प्राप्त करना
22f3332fbbeb2040	प्राप्त किया
22f3332fbbeb2080	अधिग्रहीत
3f213c7cca4fc040	अर्जित करता है
41fe3bef29c11040	प्राप्त करना
0598a9517898f040	बरी किया
0598a9517898f080	मुक्त
37b23fe5979fb080	कलाबाज़ी का
884546d7f85264c0	के पार
884546d7f85260c0	आर-पार
fd568b3122aab080	एक्रिलिक
f5f4c1c9b4628040	कार्य करना
ab516ae26c7b2040	अभिनय करना
8bfa9aa86ae0e040	अभिनय कर रहा
a0f50a1e9bbf2080	कार्रवाई योग्य
0fb3b9633e375040	सक्रिय करना
40923248f3f89040	सक्रिय किया
99f7c01f5c488040	सक्रिय करता है
9aa476a16a949040	सक्रिय करना
97b431c6508e0080	सक्रिय
674dcd338280a0c0	सक्रिय रूप से
a30ca4e899b0c040	कार्य करता है
a67f452378c51080	वास्तविक
0e0c6d4b415f00c0	वास्तव में
00a6983485a8d080	बीमांकिक
0524d1d7b2044040	सक्रिय करना
e96f68c9eabc1040	चालू किया
7ff2163d2a821080	तीव्र
205904e865a0b0c0	तीव्रता से
c57d9634c7dc3080	अचक्रीय
16cb43562fc790c0	धीरे-धीरे
5e31435ff6d12080	अडिग
570af80a02d88040	अनुकूलित करना
26482e1d68393080	अनुकूलनीय
c5e2f87d4f534040	अनुकूलित किया
c5e2f87d4f534080	अनुकूलित
320f37346da92040	अनुकूलित करना
4c81dadb36ac1080	अनुकूली
4f0d39671740b040	अनुकूलित होता है
ffb352e13fd28040	जोड़ना
2bee98317da6a040	जोड़ा
cad9cbe4c3220040	आदी बनाना
45a56feee1bb8080	आदी
7cd90812589ba080	नशीला
7cd90812589ba040	आदी बनाना
b428a8582380a080	नशीला
0ac028b61e35c040	आदी बनाना
995d68c7d5a6f040	जोड़ रहा
c17da9ba74213080	अतिरिक्त
6bb6e92db32d70c0	इसके अतिरिक्त
543d3ab02bdec080	योगात्मक
fc666635f5471040	संबोधित करना
8367ed1cbef0b080	संबोधनीय
f15d599fb1805040	संबोधित किया
f15d599fb1805080	संबोधित
c2546a4cb03de040	संबोधित करता है
048ec15dfb105040	संबोधित करना
ad9530c845c52040	जोड़ता है
4969eeda6fb2f080	निपुण
d0aba09c766cc080	पर्याप्त
f409da41589f30c0	पर्याप्त रूप से
9dae799b676f3040	पालन करना
3aebe288d9987040	पालन किया
bc12725a53958040	चिपका रहता है
f77e24ed7606f040	पालन कर रहा
55e09a28ac89a080	चिपकने वाला
c4b9d1e0ae784080	रुद्धोष्म
87a2b849c728f340	अलविदा
b5dc9b4a5682c340	अलविदा
73e608221c005080	वसायुक्त
984bad50f1fef080	निकट
8c34281d3f04a080	सटा हुआ
8c34281d3f04a040	जुड़ा होना
31461680ea4c3080	संयुग्म
0d787a5598f36040	स्थगित करना
8c56b0aec6af2040	स्थगित किया
8c56b0aec6af2080	स्थगित
7f041d93ccefe040	निर्णय दिया
5f5af45500982040	निर्णय दिया
fe606b28cba18080	सहायक
4fd20f1eb97cf040	समायोजित करना
46d7364792e00080	समायोज्य
e55a2d6a1cd8b040	समायोजित किया
e55a2d6a1cd8b080	समायोजित
4ce41540b4428040	समायोजित करना
a4bb14fbf9fe8040	समायोजित करता है
a1870569f2f24080	सहायक
f6272c85d8f20040	प्रशासन करना
1dddfc3a4362d040	प्रशासित किया
33fe098febb57040	प्रशासन करना
9cee523b9503c040	प्रशासित करता है
5cff184d03316080	प्रशासनिक
cd2a9aadcda1f0c0	प्रशासनिक रूप से
0e303924777ed080	प्रशंसनीय
c652680d570710c0	प्रशंसनीय रूप से
a51b4b8f48a31040	प्रशंसा करना
185b818da4382040	प्रशंसा की
67f5ec4786cf7040	प्रशंसा करना
67f5ec4786cf7080	प्रशंसनीय
d2679326ef1ee080	स्वीकार्य
aad044a8f158a040	स्वीकार करना
1d725f77cd212040	स्वीकार करना
33668fb489ea5040	स्वीकार किया
6b9d03d86417c0c0	स्वीकार्य रूप से
c1ff4737ce52c040	स्वीकार करना
310f243f60d46040	चेतावनी दी
220d6a786a94a080	किशोर
880865b207f6a040	अपनाना
3074379ee66ff040	अपनाया
9a89eabaec9d1040	गोद लेना
1efe396d00131080	दत्तक
ff3d55dc0be74040	अपनाता है
7d65f6b764182080	प्यारा
2c4d83d104f24040	पूजा करना
f6850e0fbe227040	पूजा की
1c2b39cb24724040	सजाना
90c620feac277080	सजा हुआ
90c620feac277040	सजाया
445dbf5e347a7080	अधिवृक्क
5c3931f74a295080	एड्रेनर्जिक
991d425e5a5c1080	एड्रियाटिक
c0c9dab29abdc080	बहता हुआ
c0c9dab29abdc0c0	बहते हुए
c6b74008c3334040	अधिशोषित किया
3e1e0e8cd2b0d080	वयस्क
359b5dcc482a5040	आगे बढ़ना
359b5dcc482a5080	अग्रिम
ad39cb040e71e080	उन्नत
2bd12e961479e040	आगे बढ़ता है
c485399659a19040	आगे बढ़ना
2f485848c1dde080	लाभकारी
68f962afec05d080	साहसी
2f8b7c8fd8b39080	प्रतिकूल
9b2cc0d673d87080	प्रतिकूल
656050c331aa60c0	प्रतिकूल रूप से
7b1de3075272b040	विज्ञापन देना
1ec58a47ddd4a040	विज्ञापन देना
3ac53981ec18a040	विज्ञापन करता है
ad88da308136a080	उचित
656115316b338040	सलाह देना
3545f27037c03040	सलाह दी
3545f27037c03080	अनुशंसित
908abc416e122040	सलाह देता है
bc4e2e070e61e040	सलाह देना
a9bbcb22f9d9b080	सलाहकारी
3089bafa4bc9b040	वकालत करना
887237ec73d96040	समर्थन किया
cfb13d2d8bdba040	समर्थन करना
d1208896e3471040	समर्थन करना
70330105eb87a080	ईजियन
c135d92bd2adf080	हवाई
bf80c2630cd3c080	वायु संबंधी
a54cae2514be9080	एरोबिक
6a63ff9f45038080	वायुगतिकीय
3f10146390695080	वैमानिकी
cf82a9ab3bdfa080	वायु-अंतरिक्ष
788c758491e5d080	सौंदर्यपरक
dd8c4a48d20740c0	सौंदर्यात्मक रूप से
948bc093ea6130c0	दूर से
25d1cda2eba07040	प्रभावित करना
27a12454cd6c1040	प्रभावित किया
27a12454cd6c1080	प्रभावित
d99bacaa60e6c040	प्रभावित करना
ed2aefdbf3398080	स्नेही
2e87252973ff80c0	स्नेह से
9783dda25bc3c080	भावात्मक
fe0ad04b213e0040	प्रभावित करता है
6dc4732a6b83f080	अभिवाही
f0a400d6345ce040	सम्बद्ध करना
7bb51b07b9c0b080	संबद्ध
7bb51b07b9c0b040	जुड़ा हुआ
92aad9a15ae0b080	एफ़ाइन
59b664dc4e9d4040	पुष्टि करना
6bec709bbfa18080	सकारात्मक
af5854b95e6760c0	सकारात्मक रूप से
35acfca52d788040	पुष्टि की
46f8ccc659f15040	पुष्टि कर रहा
b4b704a3be4a3040	पुष्टि करता है
454ba76239ab0040	जोड़ना
683f0e0d88471040	जोड़ा
683f0e0d88471080	जुड़ा हुआ
9e520050282e7080	पीड़ित
9e520050282e7040	पीड़ित किया
019f25846d4bc080	समृद्ध
572bb8e490978040	खर्च उठाना
51f81f59e1b94080	सस्ता
e79a1f192b1510c0	सस्ते में
7e1beb571583b040	खर्च वहन किया
635371c74d8c7040	खर्च उठाना
cbb538d96ed36040	वहन करता है
cf1069dec5058040	अपमानित करना
a54986f6dd545080	अफगान
d87dc7b3588e6080	अफगान
d0c0422c4b8480c0	दूर
4604dbfc3b85b080	तैरता हुआ
4604dbfc3b85b0c0	तैरते हुए
e3d3a3d18bc6b0c0	पैदल
e3d3a3d18bc6b080	चल रहा
db76302c2dd5c080	उपर्युक्त
deca65960d86c080	उपरोक्त
f29858ccdb521080	डरा हुआ
c8a888a12d6f1080	अफ्रीकी
787883e407f090c0	पीछे
787883e407f09080	पिछला
8c49910fe30214c0	के बाद
8c49910fe3021200	बाद में
ead34a451826d080	स्कूल के बाद
a950cb5d7e8660c0	बाद में
76c7ae571b93c0c0	फिर से
52359cb0b6a524c0	के खिलाफ
3b1271392b495080	मुँह बाए
2d29b99b8573d080	वृद्ध
c3a7bc15181ec080	वृद्ध होता
17b694bd47a6b080	अमर
b5d04a59da743040	बूढ़ा होता है
ca3df0acede14040	बढ़ाना
a93f04f1c4de9040	बढ़ाया
a93f04f1c4de9080	गंभीर
69f2afa29a04f080	बढ़ाने वाला
df34966ac62b3080	समग्र
df34966ac62b3040	एकत्र करना
5ba191ad64b9e040	एकत्र किया
706bcd4602e25040	एकत्र करना
7e384ca72cbb7040	एकत्र करना
7692167410834080	आक्रामक
ffe28c8c277140c0	आक्रामक रूप से
6f6bc39432281080	व्यथित
15576e8f46eb3080	फुर्तीला
b119b7c25219a080	बुढ़ापा
1fdd56c01608c080	उत्तेजित
1fdd56c01608c040	हिलाया
4d7eb57d0c49a080	अज्ञेयवादी
5e64a547207ba0c0	पहले
2df7e681053a3080	पीड़ादायक
96142014404b1080	कृषि संबंधी
69cd019f95634040	सहमत होना
40ecfee2e4c0c080	स्वीकार्य
2838f1e6d8b84040	सहमत हुआ
2838f1e6d8b84080	सहमत
a164bf29b9389040	सहमत होना
b833573a32c5b040	सहमत होता है
a79f48ef848d5080	कृषि
8888afcfab999080	कृषि विज्ञान संबंधी
451bc9a2f9a70340	अहा
27c93c7bbc0330c0	आगे
57ff4b549786f340	खखारना
b8461e274bbb8340	अहोय
c985aed1f5304040	सहायता करना
00fe297404171040	सहायता करना
40ce24317336d040	सहायता कर रहा
0af54964fb0a2040	सहायता करता है
4603035e930a5040	बीमार होना
d3f2fcf3960e3080	बीमार
d3f2fcf3960e3040	तकलीफ़ होना
b3bffc67a5797040	लक्ष्य करना
15e5d3cc87826040	लक्ष्य किया
15e5d3cc87826080	उद्देश्य
b72248bc341e7040	निशाना लगाना
d65f13d928108040	लक्ष्य बनाता है
5103797c7591a080	हवाई
3d0cd3f8dd960040	एयरब्रश करना
c0fc760a997b5040	प्रसारित किया
a4eb0b2f88047040	प्रसारित कर रहा
aef382b6545bd040	हवाई मार्ग से ले जाना
49f9f4b993a3f040	प्रसारित करता है
c492206c1e198080	वायुरोधी
e40ab010c780b080	हवादार
7ba768401e4920c0	उर्फ
06f74f28ecc21080	समान
00a4954ccc2274c0	जैसे
937388fb99a42040	चेतावनी देना
a0b0470c17285080	चिंतित
a0b0470c17285040	सचेत किया
c0e95a9fc37dc080	चिंताजनक
ff1e45d778015040	चेतावनी देना
e065c4677d281340	हाय
5ae1d0c037dcc080	अलास्का का
669aef345aa54080	अल्बानियाई
7a4b0649c6d2b200	यद्यपि
9d50a3386b5bd080	रंगहीन
e862055146d4f080	शराबी
f4d1a2430d6e3080	सतर्क
f4d1a2430d6e3040	सतर्क करना
40bcb8a4335a0040	सचेत किया
40bcb8a4335a0080	सतर्क
8b1d852e1cc8a040	सचेत कर रहा
1770f5dfc1e0d040	सतर्क करता है
4834665153c06080	अलेउत
425f15dbfeb4a080	शैवाल संबंधी
d96a738ec32a8080	बीजगणितीय
2b68cdd1168e9080	अल्जीरियाई
da8f63bccf0a1080	एल्गोरिदमिक
49d2357ffb76f0c0	उर्फ
2e9bb3590a5b3080	विदेशी
b3bb5042b5033040	अलग करना
043a9a0755fc8040	अलग किया
043a9a0755fc8080	विमुख
004bda713bfbe040	अलग करना
bbdffd8aa20a2040	उतरना
bbdffd8aa20a2080	जलता हुआ
6344e1e6eefd4040	संरेखित करना
b0cfd363098f9080	संरेखित
b0cfd363098f9040	संरेखित करना
c79f15e078623040	संरेखित करना
a51720cbabc36040	संरेखित करता है
8c53d746ef76c080	समान
8c53d746ef76c0c0	एक जैसे
bb66440e6b992040	पंक्तिबद्ध करना
01820195a7136080	ऐलिफैटिक
6b32f7eb14d82080	जीवित
ad469b56537a4080	क्षारीय
513a2286f3fd3080	सब
513a2286f3fd3540	सभी
360326772adb8040	आरोप लगाना
6de9752c78477080	कथित
560417afa19910c0	कथित तौर पर
5355a9d698c21040	आरोप लगाता है
ee254c2fef291040	आरोप लगाना
399b4f184c5b3080	रूपकात्मक
1445fb50a4ac50c0	तेजी से
1d9cc992261ba080	युग्मविकल्पी
e68d7fea93945080	एलर्जी पैदा करने वाला
e3d7bc60bb435080	एलर्जी वाला
f9e8f8b5f83f4040	कम करना
9b24ad1897edf040	कम किया
113b12b6d85cc040	कम करना
ae1387498eaa9080	संबद्ध
0e73726097154040	आवंटित करना
33b06cb82eeb9040	आवंटित किया
33b06cb82eeb9080	आवंटित
e4938edd16484040	आवंटित करता है
9ed7cdf226d43040	आवंटित करना
9be3eb2ac07a4040	आवंटित करना
d95c0544b54af040	आवंटित किया
8c4523e3ae047040	अनुमति देना
912fc0caf77e6080	अनुमेय
1ce8afdb75639040	अनुमति दी
1ce8afdb75639080	अनुमत
a9aff46ac0871040	अनुमति दे रहा
5e7d184f7ab92040	अनुमति देता है
a09a3e520a917040	संकेत किया
4e8b585d6ae44040	लुभाना
77376bf5ffa97080	लुभावना
948328d24c640080	जलोढ़
dee7192b072e5040	गठबंधन करना
dfb7b19642155080	सर्वशक्तिमान
6ffdf66ca88420c0	लगभग
f5d064d42f9260c0	ऊपर
dae4f011a81da340	अलोहा
7f88f1ea635b20c0	अकेले
d1c4c4881d27b4c0	के साथ
d1c4c4881d27b0c0	आगे
d4fc4d2552b064c0	के साथ-साथ
e70cb269adc70080	अलग
3015219afa18f0c0	ज़ोर से
2cb8a2f3c20af080	वर्णमाला संबंधी
fb89b29d2a442080	वर्णानुक्रमिक
73658cec8a1780c0	वर्णमाला क्रम से
ded0e77f613f5080	अल्फ़ान्यूमेरिक
525fbdfa0281b080	अक्षरांकीय
dfcc8a4de0990080	आल्पाइन
85b21cdc7aa630c0	पहले से
9fca80873cdde080	ठीक
9fca80873cdde0c0	ठीक है
02c3d3fad0a940c0	भी
b79998662aa0c080	वैकल्पिक
0aa17e1d59999040	बदलना
903a719497233040	बदला
903a719497233080	परिवर्तित
41daf879cb35c040	बदलना
73654c60e38e1080	वैकल्पिक
73654c60e38e1040	बारी-बारी से करना
d56a9e93850be0c0	बारी-बारी से
6aaf83c7ed100040	बदलता है
fd00833825e52080	बारी-बारी
fd00833825e52040	बदलना
05febba9889cb080	वैकल्पिक
0d10de4cb3c090c0	वैकल्पिक रूप से
9314ec5173233040	बदलता है
87d53aa71c219200	हालाँकि
54a5337a350a90c0	पूरी तरह से
d84dd470f8ad9080	परोपकारी
e13fbc8840355080	वायुकोशीय
383db3fe15f9d0c0	हमेशा
f7085e17e17d3040	हूँ
aae1fb57d9261040	मिला दिया
2c499d89ebbd5040	इकट्ठा किया
2c499d89ebbd5080	संचित
b110731e09ae0080	शौकिया
8e1ff0a436e53040	चकित करना
f2d678ae0bbe4080	आश्चर्यचकित
264394ecc4e9c040	चकित करता है
665a62d16bb46080	अद्भुत
fa3e8289367960c0	आश्चर्यजनक रूप से
a48bda797c9c5080	परिवेशी
7cf132d6ab94f080	अस्पष्ट
b0976a7667a51080	महत्वाकांक्षी
45673e520a073080	द्विविधा में
bf054fac5641c080	चलने वाला
e38c09622577d040	घात लगाना
f15a171d2d22b040	घात लगाया
10fbf1d1e71ac040	सुधार करना
258c424f21c01340	आमीन
ac7f964e52cc2080	सहमत
469b4543ac306040	संशोधन करना
280ad6afbfd40040	संशोधित किया
280ad6afbfd40080	संशोधित
be11c7459cc81040	संशोधन करना
240a1ab76ce33040	संशोधन करता है
72ace96894f2f080	अमेरिकी
00bfb372e7473080	मिलनसार
61923e70d3491080	मैत्रीपूर्ण
8e20b7aaaa9e54c0	के बीच में
b3850fd5b48094c0	के बीच में
0be4c7b4a0510080	अमीनो
2885c67fa2fdf080	अमीश
7fc555a1a6f04080	गलत
7fc555a1a6f040c0	गलत तरीके से
04c7be1e6ee92080	उल्वीय
abd86f629b4aa0c0	उन्मत्त होकर
257f078fc38324c0	के बीच में
b1d0fc83e45274c0	के बीच
b58223e934d9c080	प्रेमी
5f3e3442b90df080	अनाकार
17fb0bf91477b040	परिशोधित किया
2d743dbe031c7040	बराबर हुआ
94e856584fde3040	बराबर होना
410d1e7594d21040	होता है
c4791a99e09b3080	उभयचर
0663db719b254080	उभयचर
384574740d82f080	प्रचुर
2a45b64881e8d040	प्रवर्धित किया
2a45b64881e8d080	प्रवर्धित
eacd442c876c9040	बढ़ाना
09d62b65e6bf2040	विस्तारित करना
0566b18a6ac960c0	पर्याप्त रूप से
ceefb7f0ee930040	मनोरंजन करना
46e82465823f6080	प्रसन्न
46e82465823f6040	मनोरंजन किया
a89ea0fbec4a9080	मनोरंजक
dc4aa8f1b5d4c080	अमाइलॉइड
0426e4ca9cf13080	उपचयी
37b4fcc58bbb3080	अवायवीय
e1f9f9feb4015080	निश्चेतक
8138f0984c049080	गुदा संबंधी
74c450b0d1ed4080	दर्दनाशक
8a5c481f95900080	एनालॉग
28e449364342f080	समरूप
0a799d0aa8e65080	अनुरूप
e5b2ad0a49435040	विश्लेषण करना
b247f9a96037b040	विश्लेषण किया
f4f73dbb8b0f0040	विश्लेषण करना
d77c189528cc3080	विश्लेषणात्मक
76ae7e138954b080	विश्लेषणात्मक
b30a2a374dd100c0	विश्लेषणात्मक रूप से
cdb11c4613226080	एनामॉर्फिक
4cf655fcfd68c080	अनातोलियाई
201dc0e314b60080	शारीरिक
2c0ecdfe5c9db080	शारीरिक
9ec14d69f758e0c0	शारीरिक रूप से
47d55e984c2ec080	पैतृक
c520411cf5835040	लंगर डालना
761c729828550040	लंगर डाला
761c729828550080	स्थिर
429a078b56479040	लंगर डालना
dff6c3bbae5d9040	स्थिर करता है
86a8e3e472fda080	प्राचीन
6baaa56171d37080	सहायक
f13945e9a4f29200	और
b2aebefb826b80c0	धीरे-धीरे
abbd845070aa8080	एंडीज़ संबंधी
f0d5ece89474d080	अंडोरा का
65a1cb57dbc62080	किस्सा
7dfe446a5c2670c0	नए सिरे से
7b50e74fd06b0080	स्वर्गदूती
5f055553d1839040	गुस्सा दिलाना
f86967ab9456c040	क्रोधित किया
a622b6d5d7ef5040	क्रोधित करता है
0f8702873d27d080	कोणीय
0f8702873d27d040	कोण बनाया
a1a84f33d5e79080	एंग्लियन
17a963efbcc91080	एंग्लिकन
9e995b52e41ad080	अंगोलाई
dbc1f805116380c0	गुस्से से
fa205d3644b81080	गुस्से में
2e20747f2613a080	कोणीय
4f86d3adffbd2080	निर्जल
eb5ba2a91d6d9040	सजीव करना
eb5ba2a91d6d9080	सजीव
66c8298d53617080	एनिमेटेड
68764cfa35b61040	जीवंत करना
ea163206d50cc080	विषमदैशिक
b5b1951f00043040	तापानुशीतित किया
b8455680944d3040	तापना
b53209ab7c09f040	मिला लेना
aa0a2d44a2244040	संलग्न किया
9800a8bda9369040	संलग्न करना
a652f7260eda0040	टिप्पणी करना
188d680e010bc080	टिप्पणी युक्त
188d680e010bc040	टिप्पणी की
173e2d47c75ae040	घोषणा करना
0e9198aa428f4040	घोषणा की
0e9198aa428f4080	घोषित
db3e152b37113040	घोषणा करता है
6619ce5842af9040	घोषणा करना
52f0d5df7413a040	परेशान करना
e89e8928ad7fa040	नाराज किया
e89e8928ad7fa080	नाराज
532ff66b82d81080	कष्टकारी
532ff66b82d81040	परेशान करना
89867ea99aa09040	परेशान करता है
3717cf1da62d1080	वार्षिक
595172e20f698080	वार्षिकीकृत
efc6c55d0411a0c0	सालाना
7045e6bae60d8080	वलयाकार
f834cce8a20b3080	एनोडाइज़्ड
d2225348f6826040	अभिषेक किया
d2225348f6826080	अभिषिक्त
88417a9aaecd3040	अभिषेक करना
4190e85426d34080	असामान्य
2373f5518b2120c0	जल्द ही
87cfc25787b1e080	गुमनाम
c43e095524a3a0c0	गुमनाम रूप से
c707891dde1b8540	कोई और
e2e19bb35d2a8040	उत्तर देना
2aa15ef97d0ba040	जवाब दिया
24c9c8b705948040	जवाब देना
0ecd79d523fc5040	उत्तर देता है
35db65adc5dd1080	विरोधी
313c2ab2298b0080	अंटार्कटिक
37cd32eaf6072080	पूर्ववर्ती
8453559e5a15b080	जन्म पूर्व
07c95acbda4ac080	पूर्ववर्ती
38253b25a55fc040	दाँव लगाता है
169c8329d8d77080	मानवजनित
9dd1814e01feb080	मानवशास्त्रीय
40a15881a8045080	विरोधी
9506b66689236080	बुढ़ापा रोधी
07c675b13f880080	जीवाणुरोधी
e1a75b2360235080	जीवाणुरोधी
d1c17ceba4ac1080	कैंसर रोधी
2d35d7251d9e9040	अनुमान लगाना
bf315adb5a09c040	प्रत्याशित किया
bf315adb5a09c080	अनुमानित
7862238a134fa040	प्रत्याशा करता है
46dc7147f3529040	प्रत्याशा कर रहा
4307857520b7c080	प्रत्याशित
5b3d15c8b36bc080	अवसादरोधी
ca4e28e92993d080	फफूंदरोधी
0c4f94813cb1f080	प्रतिजन संबंधी
aecefc4577d08080	रक्तचाप रोधी
772110af747c7080	रोगाणुरोधी
9f6bf35574186080	प्रतिऑक्सीकारक
21d89a8218058080	मनोविकार रोधी
e815e7b79f2c1080	प्राचीन
ba5530ab17408080	पुराना
16fde16b10763080	प्राचीन
b683711ff2013080	रोगाणुनाशक
92b1c0e782aa9080	समाजविरोधी
a2d52163d9d0b080	एंटीस्टैटिक
416d239b8975e080	एकाधिकार विरोधी
57e300c5f10d8080	एंटीवायरल
9445e1b4bb1ac080	युद्ध विरोधी
436db18fb2361080	चिंतित
5f248f762bc7a0c0	चिंता से
