# Interlingua translation file: English -> ur
# Format: hash<TAB>translation
hash	translation
90b72f242323d040	خلاصہ نکالنا
a79f264fa970e040	نکالتا ہے
574d1a5bf20e9080	بیہودہ
751d5663bca54080	وافر
6d919424cb0e60c0	بکثرت
ccb11affcdebe040	غلط استعمال کرنا
76ce9c57c6982040	غلط استعمال کیا
76ce9c57c6982080	بدسلوکی کا شکار
1d49bbdef26b4040	غلط استعمال کرتا ہے
c339d8fe806b4040	غلط استعمال کرنا
2416d307cc9e8080	گالی دینے والا
726367defd3d6040	متصل ہونا
5bc9f95ca053e080	انتہائی برا
02381690f4ae8080	تعلیمی
320f4b53dd33b0c0	علمی طور پر
73445274f6b70080	اکیڈین
786e5e8c733eb040	تیز کرنا
f65fe33dd4dd1040	تیز کیا
f65fe33dd4dd1080	تیز
64fc4ba7f7642040	تیز کرتا ہے
350966825998d040	تیز کرنا
8e787f0be4a88080	لہجے والا
8e787f0be4a88040	زور دیا
a59d660746eaf040	نمایاں کرنا
5513c7252e2a8040	نمایاں کیا
6507c531d1cd3040	قبول کرنا
54e2e21f7db4a080	قابل قبول
b54cc5fa943e9040	قبول کیا
b54cc5fa943e9080	قبول شدہ
cbe29d9ba81f9040	قبول کرنا
cbe29d9ba81f9080	قبول کرنے والا
8ea89e560f8b9040	قبول کرتا ہے
723089f5a7f33040	رسائی حاصل کرنا
d28bf8ef656e2040	رسائی حاصل کی
1dee1cc243a44040	رسائی حاصل کرنا
e21ac292a44fe080	قابل رسائی
ae62ed3ad33b2040	رسائی حاصل کرنا
3809ae3f11526080	معاون
781fd5eb29bcd080	حادثاتی
28db0666808c20c0	اتفاقی طور پر
0c78dccedecc8040	سراہنا
9bb6c6559dcc2080	مشہور
9bb6c6559dcc2040	پذیرائی ملی
e545216382e48040	جگہ دینا
c59664bd1cf54040	جگہ دی
6840f56852e89040	جگہ دینا
407b3e603deeb080	مہربان
407b3e603deeb040	جگہ دینا
3b3440a4f3bce040	ساتھ گیا
3b3440a4f3bce080	ہمراہ
fb202804a67f3040	ساتھ دینا
cb950c83a95b0040	ساتھ جانا
4d4a343e7acdb040	ساتھ دینا
4d4a343e7acdb080	ساتھی
6d959a45b892b040	مکمل کرنا
af22ea9bb199e080	ماہر
af22ea9bb199e040	کامیاب ہوا
8b7c9450ef522040	پورا کرنا
2647f2e8bbc64040	مکمل کرنا
87cab753db57e040	عطا کرنا
03664011f21ac040	دینا
f51b00d32f5a50c0	اس کے مطابق
ac18ee09a7fed040	میل ہونا
b87f34838c7a9080	جوابدہ
bf68e6e042512040	حساب دیا
138a7b25414c0040	حساب دیتا ہے
2dfe1cb958232080	تسلیم شدہ
5cbbb0d105d52040	منظوری دینا
588e94ba73f61040	جمع ہونا
19bf4dc42abe9080	جمع شدہ
19bf4dc42abe9040	جمع ہونا
7e21ba4f7e625040	جمع ہونا
234c1bf6aa870040	جمع کرنا
fd03ed434ee7c040	جمع کیا
0661214156300040	جمع کرنا
911ccdc1fa5e9040	جمع کرنا
3f84db92be971080	درست
cb62784e21feb0c0	درست طور پر
f1b4c8fe07ff4040	الزام لگانا
a21525bcd343e040	الزام لگایا
f3a28f3d70644040	الزام لگانا
df4510b3a9d99040	الزام لگانا
721deff46032e080	عادی
db92637d85141080	شاندار
b13869436f787080	سرکہ والا
bc354f3c7d0e0040	درد کرنا
77aead90852f1040	درد ہونا
5195e3e9dbcdd080	قابل حصول
b57b27da872d4040	حاصل کرنا
493719a710c09040	حاصل کیا
c05bd26290adb040	حاصل کرنا
9393e1000c7e9040	حاصل کرنا
6f9aa9bbf6f3f080	درد بھرا
6f9aa9bbf6f3f040	درد کرنا
e2ba6896c832d080	تیزابی
386c8da883bb8080	تیزابی
16b94fcd005ed040	تسلیم کرنا
b49b1cb54af4d040	تسلیم کیا
b49b1cb54af4d080	معترف
008351c7292f9040	تسلیم کرنا
95ec1ad8b8047040	تسلیم کرنا
0dbccca9dd901080	آوازی
637396d691197080	صوتیاتی
1c02bab23e1e1040	متعارف کرانا
11bc51411553d080	واقف
9580d918eeb70040	حاصل کرنا
22f3332fbbeb2040	حاصل کیا
22f3332fbbeb2080	حاصل شدہ
3f213c7cca4fc040	حاصل کرنا
41fe3bef29c11040	حاصل کرنا
0598a9517898f040	بری کیا
37b23fe5979fb080	کرتب کا
884546d7f85264c0	کے پار
884546d7f85260c0	آر پار
fd568b3122aab080	ایکریلک
f5f4c1c9b4628040	عمل کرنا
ab516ae26c7b2040	کام کیا
8bfa9aa86ae0e040	اداکاری کر رہا ہے
a0f50a1e9bbf2080	قابل کارروائی
0fb3b9633e375040	فعال کرنا
40923248f3f89040	چالو کیا
99f7c01f5c488040	فعال کرنا
9aa476a16a949040	فعال کرنا
97b431c6508e0080	فعال
674dcd338280a0c0	فعال طور پر
a30ca4e899b0c040	کام کرتا ہے
a67f452378c51080	اصل
0e0c6d4b415f00c0	دراصل
00a6983485a8d080	بیمہ ساز
0524d1d7b2044040	متحرک کرنا
e96f68c9eabc1040	حرکت میں لایا
7ff2163d2a821080	شدید
205904e865a0b0c0	شدت سے
c57d9634c7dc3080	غیر چکری
16cb43562fc790c0	آہستہ
5e31435ff6d12080	اٹل
570af80a02d88040	ڈھالنا
26482e1d68393080	موافق ہونے والا
c5e2f87d4f534040	ڈھالا
c5e2f87d4f534080	موافق
320f37346da92040	ڈھالنا
4c81dadb36ac1080	موافق
4f0d39671740b040	موافق بنانا
ffb352e13fd28040	شامل کرنا
2bee98317da6a040	شامل کیا
cad9cbe4c3220040	عادی کرنا
45a56feee1bb8080	عادی
7cd90812589ba080	نشہ آور
7cd90812589ba040	عادی بنانا
b428a8582380a080	نشہ آور
995d68c7d5a6f040	جوڑ رہا ہے
c17da9ba74213080	اضافی
6bb6e92db32d70c0	اضافی طور پر
543d3ab02bdec080	اضافی
fc666635f5471040	خطاب کرنا
8367ed1cbef0b080	قابل پتہ
f15d599fb1805040	خطاب کیا
f15d599fb1805080	مخاطب
c2546a4cb03de040	خطاب کرتا ہے
048ec15dfb105040	خطاب کرنا
ad9530c845c52040	جوڑتا ہے
4969eeda6fb2f080	ماہر
d0aba09c766cc080	کافی
f409da41589f30c0	کافی طور پر
9dae799b676f3040	چپکنا
3aebe288d9987040	پابند رہنا
bc12725a53958040	چپکتا ہے
f77e24ed7606f040	پابند رہنا
55e09a28ac89a080	چپکنے والا
c4b9d1e0ae784080	حرارت بند
87a2b849c728f340	خدا حافظ
b5dc9b4a5682c340	الوداع
73e608221c005080	چربی دار
bd1141416a9ce000	ایڈیرونڈیکس
984bad50f1fef080	ملحق
8c34281d3f04a080	ملحق
8c34281d3f04a040	ملانا
31461680ea4c3080	الحاقی
0d787a5598f36040	ملتوی کرنا
8c56b0aec6af2040	ملتوی کیا
8c56b0aec6af2080	ملتوی
7f041d93ccefe040	فیصلہ کیا گیا
5f5af45500982040	فیصلہ کرنا
fe606b28cba18080	معاون
4fd20f1eb97cf040	ایڈجسٹ کرنا
46d7364792e00080	ایڈجسٹ ہونے والا
e55a2d6a1cd8b040	ایڈجسٹ کیا
e55a2d6a1cd8b080	ایڈجسٹ شدہ
4ce41540b4428040	ایڈجسٹ کرنا
a4bb14fbf9fe8040	ایڈجسٹ کرنا
a1870569f2f24080	معاون
f6272c85d8f20040	انتظام کرنا
1dddfc3a4362d040	چلایا
33fe098febb57040	انتظام کرنا
9cee523b9503c040	انتظام کرنا
5cff184d03316080	انتظامی
cd2a9aadcda1f0c0	انتظامی طور پر
0e303924777ed080	قابل تحسین
c652680d570710c0	قابل تعریف طور پر
a51b4b8f48a31040	تعریف کرنا
185b818da4382040	تعریف کی
67f5ec4786cf7040	تعریف کرنا
d2679326ef1ee080	قابل قبول
aad044a8f158a040	تسلیم کرنا
1d725f77cd212040	اعتراف کرتا ہے
33668fb489ea5040	تسلیم کیا
6b9d03d86417c0c0	بلاشبہ
c1ff4737ce52c040	داخل کرنا
310f243f60d46040	ڈانٹا
220d6a786a94a080	بلوغت کا
880865b207f6a040	اپنانا
3074379ee66ff040	اپنایا
9a89eabaec9d1040	اپنانا
1efe396d00131080	منہ بولا
ff3d55dc0be74040	اپنانا
7d65f6b764182080	پیارا
2c4d83d104f24040	پوجنا
f6850e0fbe227040	پوجا کی
1c2b39cb24724040	سجانا
90c620feac277080	سجا ہوا
90c620feac277040	سجانا
445dbf5e347a7080	ایڈرینل
5c3931f74a295080	ایڈرینرجک
991d425e5a5c1080	ایڈریاٹک
c0c9dab29abdc0c0	بہتا ہوا
c0c9dab29abdc080	بے مقصد
c6b74008c3334040	سطح پر جذب ہوا
3e1e0e8cd2b0d080	بالغ
359b5dcc482a5040	آگے بڑھنا
359b5dcc482a5080	پیشگی
ad39cb040e71e080	ترقی یافتہ
2bd12e961479e040	آگے بڑھتا ہے
c485399659a19040	آگے بڑھنا
2f485848c1dde080	فائدہ مند
68f962afec05d080	مہم جو
2f8b7c8fd8b39080	مخالفانہ
9b2cc0d673d87080	منفی
656050c331aa60c0	منفی طور پر
7b1de3075272b040	اشتہار دینا
1ec58a47ddd4a040	اشتہار دیا
3ac53981ec18a040	اشتہار دینا
ad88da308136a080	مناسب
656115316b338040	مشورہ دینا
3545f27037c03040	مشورہ دیا
3545f27037c03080	مطلع
908abc416e122040	مشورہ دینا
bc4e2e070e61e040	مشورہ دینا
a9bbcb22f9d9b080	مشاورتی
3089bafa4bc9b040	حمایت کرنا
887237ec73d96040	حمایت کی
cfb13d2d8bdba040	وکالت کرتا ہے
d1208896e3471040	حمایت کرنا
70330105eb87a080	ایجین
c135d92bd2adf080	فضائی
bf80c2630cd3c080	ہوائی
a54cae2514be9080	ایروبک
6a63ff9f45038080	ہوائی حرکیات
3f10146390695080	ہوائی جہاز کا
cf82a9ab3bdfa080	ہوائی خلائی
788c758491e5d080	جمالیاتی
dd8c4a48d20740c0	جمالیاتی طور پر
57fa2aec3dbe3000	اے ای ٹی
948bc093ea6130c0	دور سے
25d1cda2eba07040	متاثر کرنا
27a12454cd6c1040	متاثر کیا
27a12454cd6c1080	متاثرہ
d99bacaa60e6c040	متاثر کرنا
d99bacaa60e6c080	اثر انداز
ed2aefdbf3398080	پیار کرنے والا
2e87252973ff80c0	پیار سے
9783dda25bc3c080	جذباتی
fe0ad04b213e0040	اثر ڈالتا ہے
6dc4732a6b83f080	مرکز کی طرف آنے والا
f0a400d6345ce040	الحاق کرنا
7bb51b07b9c0b080	ملحق
92aad9a15ae0b080	ملحقہ
59b664dc4e9d4040	تصدیق کرنا
6bec709bbfa18080	مثبت
af5854b95e6760c0	تصدیق سے
35acfca52d788040	تصدیق کرنا
46f8ccc659f15040	تصدیق کرنا
b4b704a3be4a3040	تصدیق کرتا ہے
454ba76239ab0040	لگانا
683f0e0d88471040	لگانا
9e520050282e7080	مبتلا
9e520050282e7040	مبتلا کرنا
019f25846d4bc080	امیر
572bb8e490978040	برداشت کرنا
51f81f59e1b94080	سستا
e79a1f192b1510c0	سستے داموں
7e1beb571583b040	برداشت کرنا
635371c74d8c7040	برداشت کرنا
cbb538d96ed36040	متحمل ہونا
cf1069dec5058040	توہین کرنا
a54986f6dd545080	افغانی
d87dc7b3588e6080	افغان
d0c0422c4b8480c0	دور
4604dbfc3b85b080	تیرتا ہوا
4604dbfc3b85b0c0	پانی میں
e3d3a3d18bc6b0c0	پیدل
e3d3a3d18bc6b080	جاری
db76302c2dd5c080	مذکورہ بالا
deca65960d86c080	مذکورہ بالا
f29858ccdb521080	ڈرا ہوا
c8a888a12d6f1080	افریقی
45bc927215ff1000	افریقانا
787883e407f090c0	پچھاڑی کی طرف
8c49910fe30214c0	کے بعد
8c49910fe30210c0	بعد میں
ead34a451826d080	اسکول کے بعد
a950cb5d7e8660c0	بعد میں
76c7ae571b93c0c0	پھر
52359cb0b6a524c0	کے خلاف
3b1271392b495080	منہ کھولے
2d29b99b8573d080	عمر رسیدہ
2d29b99b8573d040	عمر بڑھی
c3a7bc15181ec080	بوڑھا ہوتا
17b694bd47a6b080	لازوال
b5d04a59da743040	عمر بڑھتی ہے
ca3df0acede14040	بگاڑنا
a93f04f1c4de9040	بگاڑا
a93f04f1c4de9080	بگڑا ہوا
69f2afa29a04f080	پریشان کن
df34966ac62b3040	جمع کرنا
df34966ac62b3080	کل
5ba191ad64b9e040	جمع کیا
706bcd4602e25040	جمع کرنا
7e384ca72cbb7040	جمع کرنا
7692167410834080	جارحانہ
ffe28c8c277140c0	جارحانہ طور پر
6f6bc39432281080	دکھی
15576e8f46eb3080	چست
b119b7c25219a080	بوڑھا ہوتا
1fdd56c01608c080	پریشان
4d7eb57d0c49a080	لاادری
5e64a547207ba0c0	پہلے
2df7e681053a3080	تکلیف دہ
96142014404b1080	زرعی
69cd019f95634040	متفق ہونا
40ecfee2e4c0c080	خوشگوار
2838f1e6d8b84040	متفق ہوا
2838f1e6d8b84080	متفقہ
a164bf29b9389040	رضامند ہونا
b833573a32c5b040	متفق ہوتا ہے
a79f48ef848d5080	زرعی
8888afcfab999080	زرعی
451bc9a2f9a70340	آہا
27c93c7bbc0330c0	آگے
57ff4b549786f340	ہم
b8461e274bbb8340	اوہوئے
c985aed1f5304040	مدد کرنا
00fe297404171040	مدد کی
40ce24317336d040	مدد کرنا
0af54964fb0a2040	مدد کرتا ہے
4603035e930a5040	تکلیف دینا
d3f2fcf3960e3080	بیمار
b3bffc67a5797040	نشانہ لگانا
15e5d3cc87826040	نشانہ لیا
15e5d3cc87826080	مقصد
b72248bc341e7040	نشانہ لگانا
d65f13d928108040	نشانہ لگاتا ہے
03fa8973b6427040	نشر کرنا
5103797c7591a080	ہوائی
3d0cd3f8dd960040	ایئر برش کرنا
c0fc760a997b5040	نشر کرنا
c0fc760a997b5080	نشر شدہ
a4eb0b2f88047040	نشر کرنا
aef382b6545bd040	ہوائی جہاز سے لے جانا
49f9f4b993a3f040	ہوا خوری کرنا
c492206c1e198080	ہوا بند
e40ab010c780b080	ہوادار
7ba768401e4920c0	المعروف
06f74f28ecc21080	مشابہ
00a4954ccc2274c0	کی طرح
eadff1561caac080	سفید
937388fb99a42040	خبردار کرنا
a0b0470c17285080	پریشان
a0b0470c17285040	خبردار کرنا
c0e95a9fc37dc080	خطرناک
ff1e45d778015040	خبردار کرتا ہے
e065c4677d281340	افسوس
5ae1d0c037dcc080	الاسکن
669aef345aa54080	البانی
7a4b0649c6d2b200	اگرچہ
e862055146d4f080	شرابی
f4d1a2430d6e3040	آگاہ کرنا
f4d1a2430d6e3080	چوکنا
40bcb8a4335a0040	چوکنا کرنا
8b1d852e1cc8a040	خبردار کرنا
1770f5dfc1e0d040	آگاہ کرتا ہے
4834665153c06080	الیوشین
425f15dbfeb4a080	طحالب کا
d96a738ec32a8080	الجبرائی
2b68cdd1168e9080	الجزائری
da8f63bccf0a1080	الگورتھمی
2e9bb3590a5b3080	پردیسی
b3bb5042b5033040	بیگانہ کرنا
043a9a0755fc8080	بیگانہ
004bda713bfbe040	دور کرنا
bbdffd8aa20a2040	اترنا
bbdffd8aa20a2080	روشن
6344e1e6eefd4040	سیدھ میں لانا
b0cfd363098f9080	سیدھ میں
b0cfd363098f9040	سیدھ میں لایا
c79f15e078623040	صف بندی کرنا
a51720cbabc36040	سیدھا کرتا ہے
8c53d746ef76c080	ایک جیسا
8c53d746ef76c0c0	یکساں طور پر
bb66440e6b992040	صف بندی کرنا
01820195a7136080	سیدھی زنجیری
6b32f7eb14d82080	زندہ
a03cbac367ba0000	الک
ad469b56537a4080	الکلائن
513a2286f3fd3080	تمام
513a2286f3fd3540	سب
360326772adb8040	الزام لگانا
6de9752c78477080	مبینہ
6de9752c78477040	الزام لگایا
560417afa19910c0	مبینہ طور پر
5355a9d698c21040	الزام لگانا
ee254c2fef291040	الزام لگانا
399b4f184c5b3080	تمثیلی
1445fb50a4ac50c0	تیز
1d9cc992261ba080	ایلیلی
e68d7fea93945080	الرجی پیدا کرنے والا
e3d7bc60bb435080	الرجی والا
f9e8f8b5f83f4040	کم کرنا
9b24ad1897edf040	کم کیا
113b12b6d85cc040	کم کرنا
ae1387498eaa9080	اتحادی
0e73726097154040	مختص کرنا
33b06cb82eeb9040	مختص کیا
33b06cb82eeb9080	مختص
e4938edd16484040	مختص کرتا ہے
9ed7cdf226d43040	مختص کرنا
9be3eb2ac07a4040	مقرر کرنا
d95c0544b54af040	مختص کیا
8c4523e3ae047040	اجازت دینا
912fc0caf77e6080	جائز
1ce8afdb75639040	اجازت دی
1ce8afdb75639080	اجازت یافتہ
a9aff46ac0871040	اجازت دیتے ہوئے
5e7d184f7ab92040	اجازت دیتا ہے
a09a3e520a917040	اشارہ کرنا
4e8b585d6ae44040	لبھانا
77376bf5ffa97080	دلکش
948328d24c640080	سیلابی
dee7192b072e5040	اتحاد کرنا
dfb7b19642155080	قادر مطلق
6ffdf66ca88420c0	تقریباً
f5d064d42f9260c0	اوپر
dae4f011a81da340	الوہا
7f88f1ea635b2080	اکیلا
7f88f1ea635b20c0	اکیلے
d1c4c4881d27b4c0	کے ساتھ
d1c4c4881d27b0c0	ساتھ ساتھ
d4fc4d2552b064c0	ساتھ ساتھ
e70cb269adc70080	الگ تھلگ
3015219afa18f0c0	بلند آواز سے
2cb8a2f3c20af080	حروف تہجی کا
fb89b29d2a442080	حروف تہجی کا
73658cec8a1780c0	حروف تہجی کے مطابق
ded0e77f613f5080	حروف عددی
525fbdfa0281b080	حرفی عددی
dfcc8a4de0990080	پہاڑی
85b21cdc7aa630c0	پہلے ہی
9fca80873cdde080	ٹھیک
9fca80873cdde0c0	ٹھیک ہے
02c3d3fad0a940c0	بھی
b79998662aa0c080	متبادل
0aa17e1d59999040	بدلنا
903a719497233080	تبدیل شدہ
903a719497233040	بدلا
41daf879cb35c040	تبدیل کرنا
73654c60e38e1080	متبادل
73654c60e38e1040	باری باری بدلنا
d56a9e93850be0c0	باری باری
6aaf83c7ed100040	باری باری آتا ہے
fd00833825e52040	باری باری کرنا
fd00833825e52080	باری باری
05febba9889cb080	متبادل
0d10de4cb3c090c0	متبادل طور پر
9314ec5173233040	تبدیل کرنا
87d53aa71c219200	اگرچہ
54a5337a350a90c0	مکمل طور پر
d84dd470f8ad9080	خیرخواہانہ
e13fbc8840355080	سانس کی تھیلیوں کا
383db3fe15f9d0c0	ہمیشہ
f7085e17e17d3040	ہوں
aae1fb57d9261040	ملانا
aae1fb57d9261080	ملا ہوا
2c499d89ebbd5040	جمع کیا
b110731e09ae0080	شوقیہ
8e1ff0a436e53040	حیران کرنا
f2d678ae0bbe4080	حیران
f2d678ae0bbe4040	حیران ہوا
264394ecc4e9c040	حیران کرتا ہے
665a62d16bb46080	حیرت انگیز
fa3e8289367960c0	حیرت انگیز طور پر
e0023243d3b04080	نارنجی
a48bda797c9c5080	ماحولیاتی
7cf132d6ab94f080	مبہم
b0976a7667a51080	مہتواکانکشی
45673e520a073080	دو دلا
bf054fac5641c080	چلنے والا
e38c09622577d040	گھات لگانا
f15a171d2d22b040	گھات لگایا
10fbf1d1e71ac040	بہتر کرنا
258c424f21c01340	آمین
ac7f964e52cc2080	راضی
469b4543ac306040	ترمیم کرنا
280ad6afbfd40040	ترمیم کی
280ad6afbfd40080	ترمیم شدہ
be11c7459cc81040	ترمیم کرنا
240a1ab76ce33040	درست کرنا
72ace96894f2f080	امریکی
00bfb372e7473080	ملنسار
61923e70d3491080	دوستانہ
8e20b7aaaa9e54c0	درمیان میں
b3850fd5b48094c0	درمیان
0be4c7b4a0510080	امینو
2885c67fa2fdf080	امیش
7fc555a1a6f040c0	غلط
04c7be1e6ee92080	آمنیوٹک
abd86f629b4aa0c0	پاگلوں کی طرح
257f078fc38324c0	کے درمیان
b1d0fc83e45274c0	میں سے
b58223e934d9c080	عاشقانہ
5f3e3442b90df080	بے شکل
17fb0bf91477b040	قسطوں میں ادا کیا
2d743dbe031c7040	برابر ہوا
94e856584fde3040	ہونا
410d1e7594d21040	برابر ہوتا ہے
c4791a99e09b3080	آبی و خشکی
0663db719b254080	آبی و خشکی
384574740d82f080	کافی
2a45b64881e8d040	بڑھایا
2a45b64881e8d080	بڑھا ہوا
eacd442c876c9040	بڑھانا
09d62b65e6bf2040	بڑھانا
0566b18a6ac960c0	کافی طور پر
0ede4be0bf6ce000	ایمو
ceefb7f0ee930040	محظوظ کرنا
46e82465823f6080	خوش
46e82465823f6040	محظوظ کیا
a89ea0fbec4a9080	دلچسپ
0426e4ca9cf13080	انابولک
37b4fcc58bbb3080	بغیر آکسیجن
e1f9f9feb4015080	بے حسی کا
8138f0984c049080	مقعدی
74c450b0d1ed4080	درد کش
8a5c481f95900080	تمثیلی
28e449364342f080	مماثل
0a799d0aa8e65080	مشابہ
e5b2ad0a49435040	تجزیہ کرنا
b247f9a96037b040	تجزیہ کرنا
f4f73dbb8b0f0040	تجزیہ کرنا
d77c189528cc3080	تجزیاتی
76ae7e138954b080	تجزیاتی
b30a2a374dd100c0	تجزیاتی طور پر
cdb11c4613226080	بے قاعدہ
4cf655fcfd68c080	اناطولیہ کا
201dc0e314b60080	جسمانی ساخت کا
2c0ecdfe5c9db080	جسمانی
9ec14d69f758e0c0	تشریحی طور پر
47d55e984c2ec080	آبائی
c520411cf5835040	لنگر ڈالنا
761c729828550040	لنگر ڈالا
761c729828550080	لنگر انداز
dff6c3bbae5d9040	لنگر ڈالنا
86a8e3e472fda080	قدیم
6baaa56171d37080	معاون
f13945e9a4f29200	اور
b2aebefb826b80c0	آہستہ
abbd845070aa8080	اینڈین
f0d5ece89474d080	انڈورا کا
050c871f1b902000	اینڈریٹی
65a1cb57dbc62080	قصہ پارینہ
7dfe446a5c2670c0	از سر نو
7b50e74fd06b0080	فرشتہ صفت
5f055553d1839040	غصہ دلانا
f86967ab9456c040	ناراض کیا
a622b6d5d7ef5040	غصہ دلانا
016e710554775040	زاویہ بنانا
0f8702873d27d080	کونیدار
0f8702873d27d040	کونے پر لگایا
a1a84f33d5e79080	اینگلیئن
17a963efbcc91080	انگلیکن
9e995b52e41ad080	انگولا کا
dbc1f805116380c0	غصے سے
fa205d3644b81080	ناراض
a624d12582bd8040	تکلیف دینا
2e20747f2613a080	زاویہ دار
4f86d3adffbd2080	بے آب
eb5ba2a91d6d9040	جان ڈالنا
eb5ba2a91d6d9080	جاندار
66c8298d53617080	متحرک
68764cfa35b61040	متحرک بنانا
ea163206d50cc080	غیر ہمگون
b5b1951f00043040	تپایا
b53209ab7c09f040	ملحق کرنا
aa0a2d44a2244040	الحاق کرنا
9800a8bda9369040	الحاق کرنا
a652f7260eda0040	حاشیہ لگانا
188d680e010bc080	حاشیہ دار
188d680e010bc040	حاشیہ لگایا
173e2d47c75ae040	اعلان کرنا
0e9198aa428f4040	اعلان کیا
db3e152b37113040	اعلان کرتا ہے
6619ce5842af9040	اعلان کرنا
52f0d5df7413a040	تنگ کرنا
e89e8928ad7fa080	ناراض
e89e8928ad7fa040	ناراض کیا
532ff66b82d81080	پریشان کن
532ff66b82d81040	تنگ کرنا
89867ea99aa09040	تنگ کرتا ہے
3717cf1da62d1080	سالانہ
595172e20f698080	سالانہ بنایا ہوا
efc6c55d0411a0c0	سالانہ
7045e6bae60d8080	حلقہ نما
f834cce8a20b3080	انوڈائزڈ
f834cce8a20b3040	انوڈائز کیا
d2225348f6826080	مسح شدہ
d2225348f6826040	مسح کیا
88417a9aaecd3040	تیل ملنا
4190e85426d34080	غیر معمولی
2373f5518b2120c0	جلد ہی
87cfc25787b1e080	گمنام
c43e095524a3a0c0	گمنام طور پر
c707891dde1b8540	دوسرا
e2e19bb35d2a8040	جواب دینا
2aa15ef97d0ba040	جواب دیا
2aa15ef97d0ba080	جواب شدہ
24c9c8b705948040	جواب دینا
0ecd79d523fc5040	جواب دیتا ہے
35db65adc5dd1080	دشمنانہ
313c2ab2298b0080	انٹارکٹک
37cd32eaf6072080	پہلے کا
8453559e5a15b080	قبل از پیدائش
07c95acbda4ac080	اگلا
169c8329d8d77080	انسانی پیدا کردہ
9dd1814e01feb080	بشریاتی
40a15881a8045080	مخالف
40a15881a80454c0	کے خلاف
9506b66689236080	بڑھاپا روک
07c675b13f880080	جراثیم کش
e1a75b2360235080	اینٹی بائیوٹک
d1c17ceba4ac1080	کینسر مخالف
2d35d7251d9e9040	توقع کرنا
bf315adb5a09c040	توقع کی
bf315adb5a09c080	متوقع
7862238a134fa040	توقع کرنا
46dc7147f3529040	توقع کرنا
4307857520b7c080	پیش بین
5b3d15c8b36bc080	مسکن
ca4e28e92993d080	پھپھوندی مار
0c4f94813cb1f080	اینٹی جینی
aecefc4577d08080	بلڈ پریشر کم کرنے والا
772110af747c7080	جراثیم کش
21d89a8218058080	نفسیاتی دوا
e815e7b79f2c1080	قدیم
ba5530ab17408080	فرسودہ
16fde16b10763080	قدیم
42b5b220fc6c6040	قدیم بنایا
b683711ff2013080	جراثیم کش
92b1c0e782aa9080	سماج دشمن
a2d52163d9d0b080	جامد مخالف
416d239b8975e080	اجارہ داری مخالف
57e300c5f10d8080	وائرس مخالف
9445e1b4bb1ac080	جنگ مخالف
436db18fb2361080	فکرمند
5f248f762bc7a0c0	بے چینی سے
1ba371f520661540	کوئی بھی
a50887aac7f7e0c0	کسی نہ کسی طرح
82d8dae4c09c10c0	اب نہیں
7365aab350003540	کوئی بھی
