# Interlingua translation file: English -> pt
# Format: hash<TAB>translation
hash	translation
5e64a547207ba0c0	atrás
2df7e681053a3040	agonizando
d9c64e88266f4000	Agra
69cd019f95634040	concordar
2838f1e6d8b84040	concordou
a164bf29b9389040	concordar
b833573a32c5b040	concorda
a79f48ef848d5080	agrícola
451bc9a2f9a70340	aha
27c93c7bbc0330c0	à frente
57ff4b549786f340	ahem
b8461e274bbb8340	ahoy
c985aed1f5304040	ajudar
527a5b868b295000	Aida
00fe297404171040	auxiliou
40ce24317336d040	ajudando
0af54964fb0a2040	ajuda
4603035e930a5040	afligir
b3bffc67a5797040	mirar
15e5d3cc87826080	direcionado
15e5d3cc87826040	mirou
b72248bc341e7040	mirar
d65f13d928108040	mira
b669cd120ae3c000	Ain
5103797c7591a080	aerotransportado
3d0cd3f8dd960040	retocar
c7db92988b106000	airbus
c0fc760a997b5040	transmitiu
027754e83ed28000	Aires
a4eb0b2f88047040	transmitindo
aef382b6545bd040	transportar por via aérea
49f9f4b993a3f040	exibe
c9aa4cc7ba823000	Ajax
7ba768401e492000	também conhecido como
0c4f229c00446000	Akita
00a4954ccc2274c0	à la
756394e1bf005000	Alameda
74e8379d889e4000	Álamo
937388fb99a42040	alarmar
a0b0470c17285040	alarmou
ff1e45d778015040	alarma
e065c4677d281340	ai de mim
5ae1d0c037dcc080	do Alasca
63aaccf199a80000	Alba
58d4719542786000	Alban
669aef345aa54080	albanês
7a4b0649c6d2b200	embora
e862055146d4f080	alcoólico
f21fcfcccd1e1000	alec
f4d1a2430d6e3040	alertar
f4d1a2430d6e3080	alerta
40bcb8a4335a0040	alertou
8b1d852e1cc8a040	alertando
1770f5dfc1e0d040	alerta
a0b58e5937325000	Alexia
8c29dc9fb2cdd000	Alfredo
a1e3d46bae16a000	Algonquim
cdea7757ddbe0000	Alhambra
4da10dd61a011000	Alice
2e9bb3590a5b3080	estranho
b3bb5042b5033040	alienar
043a9a0755fc8040	alienar
004bda713bfbe040	alienando
bbdffd8aa20a2040	descer
6344e1e6eefd4040	alinhar
b0cfd363098f9080	alinhado
b0cfd363098f9040	alinhou
c79f15e078623040	alinhando
a51720cbabc36040	alinha
8c53d746ef76c080	semelhante
8c53d746ef76c0c0	igualmente
ad40859b6e749000	Alison
6b32f7eb14d82080	vivo
04bd5c742cfda000	Alá
360326772adb8040	alegar
6de9752c78477080	alegado
560417afa19910c0	supostamente
5355a9d698c21040	alega
ee254c2fef291040	alegando
1445fb50a4ac50c0	allegro
f9e8f8b5f83f4040	aliviar
9b24ad1897edf040	aliviou
113b12b6d85cc040	aliviando
ae1387498eaa9080	aliado
0e73726097154040	alocar
33b06cb82eeb9040	alocou
e4938edd16484040	alocar
9ed7cdf226d43040	alocando
9be3eb2ac07a4040	atribuir
d95c0544b54af040	atribuiu
8c4523e3ae047040	permitir
912fc0caf77e6080	permitido
1ce8afdb75639040	permitiu
a9aff46ac0871040	permitindo
5e7d184f7ab92040	permite
a09a3e520a917040	aludir
dee7192b072e5040	aliar
f140c90d3586f000	Alma
6ffdf66ca88420c0	quase
f5d064d42f9260c0	no alto
dae4f011a81da340	aloha
7f88f1ea635b20c0	só
d1c4c4881d27b4c0	ao longo de
d1c4c4881d27b0c0	junto
d4fc4d2552b064c0	ao lado de
d4fc4d2552b060c0	junto
e70cb269adc700c0	à distância
3015219afa18f0c0	em voz alta
fb89b29d2a442080	alfabético
73658cec8a1780c0	alfabeticamente
dfcc8a4de0990080	alpino
bd1d29c35ae66000	Alpes
85b21cdc7aa630c0	já
9fca80873cdde080	bem
9fca80873cdde0c0	tudo bem
02c3d3fad0a940c0	também
b79998662aa0c080	alternativo
0332699eb2f87000	Alta
0aa17e1d59999040	alterar
903a719497233080	alterado
903a719497233040	alterado
41daf879cb35c040	alterando
73654c60e38e1040	alternar
d56a9e93850be0c0	alternadamente
6aaf83c7ed100040	alternar
fd00833825e52040	alternando
0d10de4cb3c090c0	alternativamente
9314ec5173233040	alterar
87d53aa71c219200	embora
54a5337a350a90c0	completamente
383db3fe15f9d0c0	sempre
c247dae45e3c7000	Alzheimer
f7085e17e17d3040	sou
aae1fb57d9261040	amalgamou
2c499d89ebbd5040	acumulou
8e1ff0a436e53040	surpreender
264394ecc4e9c040	impressiona
665a62d16bb46080	incrível
fa3e8289367960c0	surpreendentemente
e0023243d3b04000	Amber
a48bda797c9c5080	ambiente
fa67991c96f37000	Ambler
a866b6506c601000	ambrósio
e38c09622577d040	emboscar
f15a171d2d22b040	emboscou
46edb3550c198000	Amélia
10fbf1d1e71ac040	melhorar
258c424f21c01340	amém
469b4543ac306040	emendar
280ad6afbfd40040	emendou
be11c7459cc81040	emendar
240a1ab76ce33040	emenda
6b3183a0b9913000	Amherst
6cd5868f3b12e000	Ami
8e20b7aaaa9e54c0	em meio a
b3850fd5b48094c0	no meio de
06b6fd9747e3d000	Amiga
2cafe7eb6cc0b000	Amin
0be4c7b4a0510080	amino
7146a7c82d06b000	Amir
36c05176eaaf2000	Amis
7fc555a1a6f040c0	errado
abd86f629b4aa0c0	descontroladamente
257f078fc38324c0	entre
b1d0fc83e45274c0	entre
17fb0bf91477b040	amortizar
1c2d8db875116000	Amós
2d743dbe031c7040	totalizou
94e856584fde3040	totalizar
410d1e7594d21040	totaliza
2a45b64881e8d040	amplificou
eacd442c876c9040	amplificar
09d62b65e6bf2040	amplificando
0566b18a6ac960c0	amplamente
03ab1c2eb3c0e000	amtrak
ceefb7f0ee930040	divertir
46e82465823f6040	divertiu
a89ea0fbec4a9080	divertido
68e3caedc81ab000	Ana
d393eb6ad929a000	Anaheim
e5b2ad0a49435040	analisar
b247f9a96037b040	analisou
f4f73dbb8b0f0040	analisando
76ae7e138954b080	analítico
b30a2a374dd100c0	analiticamente
6f3c9e0e73791000	Anas
9ec14d69f758e0c0	anatomicamente
c520411cf5835040	ancorar
d5da759ba2b4e000	Anchorage
761c729828550040	ancorou
429a078b56479040	ancorar
dff6c3bbae5d9040	ancora
174871af605e4000	Ancona
f13945e9a4f29200	e
b2aebefb826b80c0	andante
050c871f1b902000	Andretti
167276a1bb29b000	Android
70a9d6d0e86cf000	Andrômeda
7dfe446a5c2670c0	de novo
c913c82808057000	Angélica
58104a8b94c55000	Angelina
7781cddc74092000	Angélica
2477c716ddcf1000	Angell
5f055553d1839040	irritar
f86967ab9456c040	enfurecer
a622b6d5d7ef5000	Angers
a622b6d5d7ef5040	irrita
0f8702873d27d040	angulou
d1a0cab0b14c3000	Angola
dbc1f805116380c0	com raiva
fa205d3644b81080	com raiva
2e20747f2613a080	angular
6dca13bcda7de000	Angus
fd7accba5f4ec000	Anil
eb5ba2a91d6d9040	animar
66c8298d53617040	animou
68764cfa35b61040	animando
ef1f93a8b404b000	Anjou
60bbcac274088000	ancara
b5b1951f00043040	recozeu
b8455680944d3040	recozer
b53209ab7c09f040	anexar
aa0a2d44a2244040	anexar
9800a8bda9369040	anexar
a652f7260eda0040	anotar
188d680e010bc080	anotado
188d680e010bc040	anotado
173e2d47c75ae040	anunciar
0e9198aa428f4040	anunciou
db3e152b37113040	anuncia
6619ce5842af9040	anunciar
52f0d5df7413a040	irritar
e89e8928ad7fa040	irritou
532ff66b82d81080	irritante
89867ea99aa09040	irrita
efc6c55d0411a0c0	anualmente
d2225348f6826040	ungir
88417a9aaecd3040	ungindo
2373f5518b2120c0	logo
c43e095524a3a0c0	anonimamente
e2e19bb35d2a8040	responder
2aa15ef97d0ba040	respondeu
24c9c8b705948040	respondendo
0ecd79d523fc5040	responde
07c95acbda4ac080	anterior
40a15881a80454c0	anti
e1a75b2360235080	antibiótico
2d35d7251d9e9040	antecipar
bf315adb5a09c080	antecipado
bf315adb5a09c040	antecipado
7862238a134fa040	antecipa
46dc7147f3529040	antecipando
416d239b8975e080	antitruste
5f248f762bc7a0c0	ansiosamente
1ba371f520661540	qualquer um
a50887aac7f7e0c0	de qualquer forma
82d8dae4c09c10c0	mais
7365aab350003540	qualquer um
d95bfa599e90f0c0	em qualquer lugar
28488c9531aa3540	qualquer coisa
6643001443fd50c0	a qualquer hora
28d5ab098108f0c0	de qualquer forma
2e84d5edbacd60c0	de qualquer forma
ae82062205fd60c0	em qualquer lugar
b0b0cae11323d000	ANZAC
9ffb6d9915b090c0	separado
dcee0dbc9209c040	imitar
ef2dcf8d7da03000	Afrodite
7c368cc94eeaa0c0	cada um
dd631344a52ab000	APO
533e2fcddc048000	Apolo
bc30dde17f84f040	desculpar-se
ff10055e348d3040	desculpar-se
b9697cf451b0d040	desculpar-se
62e1698df8e0e040	pede desculpas
fa30f728b1dd0040	desculpando-se
43f289db38b9d080	aparente
ab6fd959ca0a70c0	aparentemente
cda16ecdd3756040	apelar
c085dbcabe096040	apelou
82ebbdd7d854f080	atraente
82ebbdd7d854f040	apelar
e18966188b42c040	apela
8cd63620eea39040	aparecer
d57b076bb3eb9040	apareceu
1a44412ccd507040	aparecendo
683fe954ede96040	aparece
35ba8741462fb040	apaziguar
e796e40078ad7000	Appel
679f671c1dbb3080	de apelação
13ae84e0ab902040	anexar
2e7660fcd9c43040	anexou
b3e482daaac04040	anexando
32f315f021227040	aplaudir
b308a7f1f700b040	aplaudir
94825aa515d1f040	aplaude
3745e5431fccd000	Appleseed
dc614e505e09f080	aplicável
e554022cee9a9040	aplicou
7efd4d5687160040	aplica
239e71997b641040	aplicar
92b54b6a487cd040	aplicando
3d768a144fc36040	nomear
c4afd0ca3a15a040	nomeou
b35028a63ac77040	nomeando
2cd0843b3a326040	nomeia
2a242f87992c3040	rateou
29fd9136bea41040	avaliar
095d4c7723a2a040	avaliou
09c1e21ee826b040	avaliando
01c069bf84aa40c0	apreciavelmente
9a021c7edfdd5040	apreciar
63e7955c91eac040	apreciado
63e7955c91eac080	apreciado
0df46e710ea51040	apreciar
2fe0d1827e7b6040	apreciar
18f9922768625040	apreender
f053d1a8631fe040	apreendeu
320932ea1d2a1040	abordar
423d316dd2ec0040	aproximou
6af9a62504670040	aproxima
4a38bc82d7407040	aproximando
4a38bc82d7407080	próximo
5208fc1a96f99040	apropriar
c7eaf8a77401f040	apropriou
2360d052453af0c0	adequadamente
0bb7d2266b719040	apropriando
42fdfc270f202040	aprovar
fcd82924bb905040	aprovou
13ea7dc95e139040	aprova
455fd696e4cff040	aprovar
455fd696e4cff080	aprovador
558934f843390080	aproximado
558934f843390040	aproximar
b1ffc79bc14fd040	aproximar
af15c9dd8a6d90c0	aproximadamente
1f9c9759d7e90040	aproxima
ed054389b824d040	aproximando
cc889d5ba6d254c0	a propósito de
cc889d5ba6d250c0	a propósito
10e422cd180f1080	apropriado
0dc7cac37bd4d0c0	apropriadamente
d8e22129edead080	água
87cc9f4dabae7000	aquário
d61e3c124d1e7080	aquático
a169b6786b7cd000	ara
f743b8b7b1f44080	árabe
e24aebeeadac4080	árabe
6610c2d88e1c0080	árabe
878c8e99b2d45000	Arad
e9a0f7f8c09730c0	arbitrariamente
49c2928868e2c080	arbitrário
96180a17e3330000	Arcádia
9a26d9cf56072080	principal
55f65593527d4040	arquear
8725b68a70267000	Archer
f1631d22af6db000	archie
f911b04c4adc7040	arqueando
a480892e4f51b080	arquitetônico
152de27ac90870c0	arquitetonicamente
7d631b9919e61080	de arquivo
e82ef4134354f040	arquivar
175f15d146982080	arquivado
175f15d146982040	arquivado
b77396e60e35a040	arquivar
4ac951b251d7a080	ártico
116a9594031af000	Ards
874c0f7eea854040	são
87f74017ab84e000	ares
477449f439bf1000	argumento
76be057414d43000	Argosy
597c04354f8cf0c0	provavelmente
84c1ca945149e040	argumentar
773c40a755cbf040	argumentou
0923c6afa156f040	argumenta
92056a15398ee040	argumentar
c9b707bb4702e000	Argus
16e850eb587ac000	Argyle
e8ba2066047f8000	Argyll
4efbbda896587000	Arian
4870c2d344bb1000	Ariel
6755b305f9597000	áries
e01a768a6be37040	surgir
1e31ed43d4088040	surgido
e1e42ac7dcf6d040	surge
29503612e086e040	surgindo
2093e38ada148000	Arista
a2193f1af1ef7000	aristóteles
ee748af558418000	Arjuna
e520ffad5e6be000	Arles
86fc42b7b1482040	armar
68710eeedb2e1000	Armani
8cc590085b41f040	armando
2853025d3b116000	Armstrong
566f3e02dfe62040	surgiu
b08ff73f11bc54c0	ao redor de
b08ff73f11bc50c0	em torno
b341004c969e8040	despertar
fdbac4019803c040	despertar
be737aab8ded8040	despertando
2ce70f6c853c5000	arp
968ac305bfb8b000	Arran
88c6dd49bd819040	arranjar
147142ceae67e080	arranjado
147142ceae67e040	arranjado
f7418e758f73f040	arranjar
67e034b7acc96040	arranjar
d10c2b2c5afbc040	dispôs
5b6aac263f251040	prender
5831e19a444ea080	preso
5831e19a444ea040	preso
5880f8157ffca040	prender
71139d428eba3040	prende
ceb324e8d0daa040	chegar
7ba9676f45c29040	chegou
3aa6953f8bdc7040	chega
3daffc0dd2671040	chegando
9ddf9b8313889000	arroyo
24ee8d08a255f000	Arsenal
039653d2d6ad5080	arterial
0219d6a096c260c0	habilmente
f8a244cd8fa1b040	articular
e45fe63bf16c9040	articulou
faa027f5ad09d040	articular
0112c754513b1080	artificial
d118af7168f640c0	artificialmente
2fdd7a6645b84080	artístico
885ad28dc3f840c0	artisticamente
1e0844fa8dccd200	como
1e0844fa8dccd4c0	como
83c8bfe188145000	ASA
61fae6eae9d9f0c0	o mais rápido possível
035070ce7ece0040	ascender
9fe204a1d42cc040	ascender
30d583d7ea13a080	ascendente
30d583d7ea13a040	ascendendo
ac2ef2221d9c7040	averiguar
4a228eb915a38040	verificar
d5bf79b52ff8a040	averiguando
617d3ab5880a4000	Ascot
3935e8c7973ae040	atribuir
75bab3c585688040	atribuir
bbb7627d97774000	Ashanti
ba67d724a1179000	Ashe
82c6d25c963a2000	Asher
dc31cebdd5c160c0	em terra
96cdaf43d8ad80c0	de lado
b2d111b22206a040	perguntar
d98f41a48c907040	perguntou
01cda5eba32c30c0	de lado
40a7264835a64040	perguntando
49fb474eeb298040	pergunta
9f685e4eac938080	adormecido
5761b0f4006ce000	Aspen
e14959b15c16f000	Asperger
ec5ba455d893c040	aspirar
0ce79d32ea19d040	aspira
09342cb0e14de040	aspirando
6005edb24482f000	Assam
7deb660e54b86040	assassinar
6a9546ee59cf4040	assassinar
b3d72cae2b6a1040	agredir
7746e49e10a24040	agredir
4167d66af2921040	agredindo
53806816646f9040	agride
ec260ebc9a765040	ensaiar
b4cf06eb783ab040	ensaiou
4276dcabf0c67040	analisa
76ed5277b807a040	montar
a42ff381f46c8040	montado
20495bd96dd05040	monta
2673d7517fd20040	montando
456082f0feb2d040	consentir
95e724d83635f040	afirmar
e448dbdf6ec40040	afirmou
45f312182ee88040	afirmando
e2097d5de083a040	afirma
413edbca7bdfa040	avaliar
ab144afecefc0040	avaliado
4f7eb25941869040	avalia
23da4a6b82cae040	avaliando
4d3dded65b5dc040	atribuir
30bcd85db46d5040	atribuiu
702260d2d61b8040	atribuir
92eab68a1002d040	atribui
0bb8ccddeefb2040	assimilar
7d8bad50c3df4040	assimilar
26a63831ea8f1040	assistir
f70a426ecd610080	assistente
11994fad58e5c040	assistido
61bc92c87e18f040	assistindo
14904322e31e7040	assiste
737accad37239000	associação
7d8297555b403040	associar
66c1f3910f4d4040	associou
4845bb65ed072040	associa
d309d1ca6fd07040	associar
2defb687b2392080	sortido
55624b5b71d2c040	assumir
28cf17ab3de46080	assumido
bc313b523f895040	assume
8d971659fac61040	assumindo
0a7cfca999e64040	assegurar
a26c88ebb03a9080	garantido
a26c88ebb03a9040	garantido
632fcc88ddd470c0	certamente
2e017c0153393040	assegura
2dc48845b6a91040	assegurando
e5bda04d3735c000	Asti
43f28d610fa20000	Aston
1f7a61ab3dd530c0	surpreendentemente
9e6ca9e0e83ea040	espantou
1c049f274456f0c0	extraviado
fdfc17ed550150c0	em pedaços
e50f057630ac10c0	assintoticamente
142e28be7ac184c0	em
e6e32a7f364ec000	Atari
798676ff5c7f7040	comeu
58857563e5e61000	atena
e385117d0347a080	atmosférico
5d7f214a756dd080	atômico
a133c4a154d084c0	no topo de
df67d95351360040	atrofiar
81d5fb8472cf1000	atenção
5f5bf821dcd7d040	anexar
37163877c04d8040	anexou
c3b966a3757a3040	anexa
0e2a5e05b9a72040	anexando
6e6e03804b6cc040	atacar
b1aecc3ac9136040	atacado
c698dc62899ca040	atacar
c698dc62899ca080	atacante
5682c050c9d59040	ataca
709abf1b49922040	atingir
15fe083a3b2c5040	alcançou
a1f497c16c15d040	atingindo
854a1b02281c4040	atinge
676781c38d684040	tentar
1d8b7a2f15c0c040	tentou
1d8b7a2f15c0c080	tentado
7f52aea563cd7040	tentando
1cb010d3dfafb040	tenta
868b7d097e623040	participar
7ba3120a55190080	acompanhante
6fe348587ec22040	participou
6dc300c3098d3040	participando
a6e2e34ffba37040	atende
0efc7e25b54e90c0	atentamente
c7b172f136f55040	atenuar
0331d76ecb804040	atestar
38c75f1899d71040	atestou
74b2d56d3c158000	Átila
f40a56c98dfcf040	atrair
682b5daa058a1080	atraído
682b5daa058a1040	atraiu
8a175d9156b9a040	atrair
1f104d60e7cde080	atraente
fa6c251d57f7c0c0	atraentemente
1e24e26ffe6f2040	atrai
67ce2f0e825da080	atribuível
982a0ce7adc79040	atribuir
70550b9fb2a6e040	atribuído
70550b9fb2a6e080	atribuído
ed3af076d8614040	atribui
6ce5a709ef888040	atribuindo
87a3a8fb5decc040	sintonizou
7241d315b38a5080	castanho-avermelhado
7241d315b38a5000	Auburn
fac99a6761bc8040	leiloar
aacf07d6bdf95040	leiloar
9ae83d0e50c76040	leiloando
0665a5611ea7d000	Audi
67752ab7a0e87040	auditar
04bfdbb857645040	auditou
ac6b2f61dd68c040	auditando
5f8fe884fafcc040	fazer audição
b7ec090e1d709040	audita
3582585901cef040	aumentar
54d51141619b0040	aumentou
dfc5e876cdb34040	aumentando
66c841bc9acaf000	Agostinho
d1850496770ee000	Aurélia
7922d31910baa000	Aurora
c730b0f1c9063000	Austrália
