# Interlingua translation file: English -> vi
# Format: hash<TAB>translation
hash	translation
28db0666808c20c0	tình cờ
79e84e9d2a415000	tai nạn
0c78dccedecc8040	khen ngợi
0c78dccedecc8000	khen ngợi
9bb6c6559dcc2080	được hoan nghênh
645aed3316f42000	lời khen ngợi
ffc1bc998af4d000	lời tán dương
e545216382e48040	chứa
c59664bd1cf54040	chứa
6840f56852e89040	chứa
407b3e603deeb040	thu xếp
407b3e603deeb080	dễ tính
49e97534237e8000	chỗ ở
f23a43c825086000	chỗ ở
3b3440a4f3bce040	đi cùng
fb202804a67f3040	đi cùng
3cfda9a99625c000	đệm
367aab0b44253000	đệm
cb950c83a95b0040	đi cùng
4d4a343e7acdb040	đi kèm
4d4a343e7acdb080	đi kèm
c47ad69cef9c0000	đồng phạm
6d959a45b892b040	hoàn thành
af22ea9bb199e040	hoàn thành
af22ea9bb199e080	tài năng
8b7c9450ef522040	hoàn thành
2647f2e8bbc64040	hoàn thành
15b156dacbbfa000	thành tựu
537657669895a000	thành tích
87cab753db57e000	hiệp định
87cab753db57e040	phù hợp
a881c787bbe23000	phù hợp
03664011f21ac040	trao
f51b00d32f5a50c0	theo đó
c4325d65dcb11000	đàn accordion
ac18ee09a7fed040	trao
ac18ee09a7fed000	hiệp định
af1efc81290fc000	tài khoản
fef36925aff26000	trách nhiệm giải trình
b87f34838c7a9080	có trách nhiệm
e55ce7be122c6000	kế toán
358ce0a986243000	kế toán
b906357c1d3f5000	kế toán
bf68e6e042512040	chiếm
6f8bae71c7a27000	kế toán
138a7b25414c0000	tài khoản
daab1c0fb3c7a000	Accra
3f5edb5cf44f6000	công nhận
2dfe1cb958232080	được công nhận
2dfe1cb958232040	công nhận
5cbbb0d105d52040	công nhận
f8cffcee10099000	bồi đắp
33397ffaca6f7000	tích lũy
8e77bf7454944000	khoản tích lũy
588e94ba73f61040	tích lũy
19bf4dc42abe9040	tích lũy
19bf4dc42abe9080	đã tích lũy
7e21ba4f7e625040	tích lũy
802f0ad276cd9000	ACCT
234c1bf6aa870040	tích lũy
fd03ed434ee7c040	tích lũy
0661214156300040	tích lũy
911ccdc1fa5e9040	tích lũy
30d38895a9017000	tích lũy
eb0256e7e41f6000	sự tích lũy
bf980e738c88f000	bộ tích lũy
c1d904962cd32000	độ chính xác
3f84db92be971080	chính xác
cb62784e21feb0c0	chính xác
4e4b26efb716a000	cáo buộc
1fc57b474893d000	cáo buộc
f1b4c8fe07ff4040	buộc tội
a21525bcd343e040	buộc tội
a21525bcd343e080	bị buộc tội
d1767c2a84f21000	người tố cáo
f3a28f3d70644040	buộc tội
df4510b3a9d99040	buộc tội
721deff46032e080	quen
db92637d85141000	át chủ bài
db92637d85141080	xuất sắc
e18e3fc5d4b88000	át chủ bài
e18e3fc5d4b88040	đánh át
660a561bd25f4000	acetaminophen
9b022358c05b5000	axetat
b13869436f787080	axetic
2440d4a6846b0000	axeton
8b83e2d8eedbb000	acetyl
ab4dbdecd55df000	acetylcholine
192f4e062576d000	acetylene
bc354f3c7d0e0040	đau
bc354f3c7d0e0000	đau
77aead90852f1040	đau
77aead90852f1000	đau
5195e3e9dbcdd080	có thể đạt được
b57b27da872d4040	đạt được
493719a710c09040	đã đạt được
493719a710c09080	đạt được
15c5bce831bb7000	thành tựu
7a7284d8f428a000	thành tích
5c2cabcd754f3000	người thành đạt
a0e8c1e8bd4fe000	người đạt thành tích
c05bd26290adb040	đạt được
9393e1000c7e9040	đạt được
6f9aa9bbf6f3f040	đau
6f9aa9bbf6f3f080	đau
e2ba6896c832d000	axit
386c8da883bb8080	axit
38f571e171f03000	độ axit
3bc4322b21082000	nhiễm toan
cb2b8f16e76c2000	axit
d77e8a63baea7000	Acis
16b94fcd005ed040	thừa nhận
b49b1cb54af4d040	thừa nhận
b49b1cb54af4d080	được công nhận
1dcc31a139661000	sự thừa nhận
f31ccc0dc18f1000	lời cảm ơn
008351c7292f9040	thừa nhận
95ec1ad8b8047040	thừa nhận
44ad98655d885000	đỉnh cao
ba75bc12e4c32000	mụn trứng cá
be65c7e06d191000	hạt sồi
e713f1f258222000	quả sồi
0dbccca9dd901080	âm thanh
637396d691197080	âm thanh
21d67cf255a13000	âm học
1c02bab23e1e1040	làm quen
fbd1c6cddf2dc000	quen biết
73452230d07a2000	người quen
11bc51411553d080	quen biết
9580d918eeb70040	có được
22f3332fbbeb2040	mua lại
22f3332fbbeb2080	mắc phải
7a95a047fc6b0000	người mua lại
3f213c7cca4fc040	thu được
41fe3bef29c11040	mua lại
75fd29b244b53000	mua lại
6e08b11b12796000	mua lại
eedfc4d96ab5f000	trắng án
0598a9517898f040	tha bổng
e75b08e6c0018000	mẫu Anh
1f025fd50f408000	diện tích đất
e3cd639308d75000	mẫu Anh
aba036ac7590c000	diễn viên nhào lộn
37b23fe5979fb080	nhào lộn
dd1ba85aacbec000	từ viết tắt
7bc9b51354003000	từ viết tắt
9d71fbe780453000	thành trì
884546d7f85264c0	qua
e0239c2fef89a000	acrylamide
fd568b3122aab000	acrylic
fd568b3122aab080	acrylic
960e19751072a000	acrylic
f5f4c1c9b4628040	hành động
f5f4c1c9b4628000	hành động
ab516ae26c7b2040	hành động
e96e8aa9887ea000	actin
8bfa9aa86ae0e040	đang hành động
8bfa9aa86ae0e000	diễn xuất
d715778c821a9000	hành động
a0f50a1e9bbf2080	có thể kiện
6d2917365bc4e000	hành động
0fb3b9633e375040	kích hoạt
40923248f3f89040	kích hoạt
99f7c01f5c488040	kích hoạt
9aa476a16a949040	kích hoạt
63a4b1d29b738000	kích hoạt
971d561cbbdaf000	chất hoạt hóa
41add97f8bf03000	chất hoạt hóa
97b431c6508e0080	hoạt động
674dcd338280a0c0	tích cực
663f61d5fe601000	hoạt động
433e4545ef24d000	hoạt động xã hội
8aa02241238ab000	nhà hoạt động
a8a1509c93b60000	nhà hoạt động
e3fa84ffa3c5d000	hoạt động
921844e707a97000	hoạt động
06f6d12eaa1c8000	Acton
6d8088e68e683000	diễn viên
df1c77991331c000	diễn viên
4a8898def30ba000	nữ diễn viên
ea5e9e1f7ee67000	nữ diễn viên
a30ca4e899b0c000	hành động
a30ca4e899b0c040	hành động
a67f452378c51080	thực tế
230f8fdcb68dc000	thực tế
0e0c6d4b415f00c0	thực sự
00a6983485a8d080	tinh toán
4d72901efc87d000	chuyên viên bảo hiểm
c52450dd0eb63000	chuyên viên bảo hiểm
0524d1d7b2044040	kích hoạt
e96f68c9eabc1040	kích hoạt
0daee537a33ae000	kích hoạt
16bb6289d815f000	bộ truyền động
d67fb5881f149000	bộ truyền động
b2f7d79c01ae0000	nhạy bén
d8f1409e760b0000	sự sắc bén
68ebaf121b725000	bấm huyệt
d9f4b2bbd97af000	châm cứu
7ff2163d2a821080	cấp tính
205904e865a0b0c0	nghiêm trọng
c57d9634c7dc3080	không tuần hoàn
6946e5e3e2167000	acyclovir
82f4e537c0d4a000	acyl
691d4463952c8000	Ada
32ad511bdaf57000	ngạn ngữ
16cb43562fc79000	adagio
16cb43562fc790c0	adagio
5e31435ff6d12080	kiên quyết
9edbc379b4e18000	adams
570af80a02d88040	thích nghi
f22f48aa18448000	khả năng thích nghi
26482e1d68393080	thích nghi
20c8b98a32006000	thích nghi
3b6e04a1a2a99000	thích nghi
c5e2f87d4f534040	thích nghi
c5e2f87d4f534080	được điều chỉnh
dcf577bc7589c000	bộ chuyển đổi
3e4178a4eba97000	bộ chuyển đổi
320f37346da92040	thích nghi
4c81dadb36ac1080	thích nghi
0221f78427c95000	bộ chuyển đổi
5fecb8d4fcf71000	bộ chuyển đổi
4f0d39671740b040	thích nghi
ffb352e13fd28040	thêm
2bee98317da6a040	đã thêm
06a720c4f98d6000	phụ lục
bce0b01fd0bbe000	phụ lục
26637706436b9000	rắn lục
cad9cbe4c3220000	người nghiện
cad9cbe4c3220040	nghiện
45a56feee1bb8080	nghiện
45a56feee1bb8040	nghiện
7cd90812589ba040	gây nghiện
dfa9a7413c4de000	nghiện
80876ebc1da2e000	nghiện
b428a8582380a080	gây nghiện
0ac028b61e35c000	người nghiện
2323df6d6fef6000	Addie
995d68c7d5a6f040	đang thêm
7ded8061f1b89000	sự thêm vào
c17da9ba74213080	thêm
6bb6e92db32d70c0	thêm vào đó
273b24104900d000	bổ sung
543d3ab02bdec000	phụ gia
7f11459b0a92c000	phụ gia
fc666635f5471000	địa chỉ
fc666635f5471040	giải quyết
8367ed1cbef0b080	có thể địa chỉ hóa
f15d599fb1805040	giải quyết
2cd9e13bcbc5a000	người nhận
c2546a4cb03de000	địa chỉ
c2546a4cb03de040	giải quyết
048ec15dfb105040	giải quyết
ad9530c845c52040	thêm
547db67a07679000	Adele
9d82e0a506e51000	adenine
8c4383865159e000	ung thư tuyến
90887857e1e0e000	u tuyến
ec9f18705df16000	adenosine
7b756c687eccd000	adenovirus
4969eeda6fb2f080	thành thạo
31a78b0d94e61000	đầy đủ
d0aba09c766cc080	đủ
f409da41589f30c0	đầy đủ
9dae799b676f3040	tuân thủ
3aebe288d9987040	tuân thủ
119c41455a298000	tuân thủ
b94c4d4177d66000	người theo
e1ba5b1465e71000	người theo
bc12725a53958040	tuân thủ
f77e24ed7606f040	tuân thủ
f1062c226c1f3000	kết dính
55e09a28ac89a000	chất kết dính
55e09a28ac89a080	dính
8aeda30bcb169000	chất kết dính
c4b9d1e0ae784080	đoạn nhiệt
097344157926c000	Adidas
87a2b849c728f000	tạm biệt
b5dc9b4a5682c340	tạm biệt
73e608221c005080	mỡ
e68fbc1d45f62000	Adirondack
bd1141416a9ce000	Adirondacks
22676d080ffb0000	liền kề
984bad50f1fef080	liền kề
b3bf90c854c47000	tính từ
4065bffb3a785000	tính từ
8c34281d3f04a080	tiếp giáp
31461680ea4c3000	liên hợp
0d787a5598f36040	hoãn
8c56b0aec6af2040	hoãn
b0dc76d941ccc000	hoãn
7f041d93ccefe040	xét xử
5f5af45500982040	phán quyết
a742465b8b29d000	phán quyết
849a863d10790000	trọng tài
fe606b28cba18000	phụ trợ
fe606b28cba18080	phụ trợ
4fd20f1eb97cf040	điều chỉnh
46d7364792e00080	có thể điều chỉnh
e55a2d6a1cd8b040	điều chỉnh
e55a2d6a1cd8b080	được điều chỉnh
ac79cae88cfef000	người điều chỉnh
7f3572fd65095000	người điều chỉnh
4ce41540b4428040	điều chỉnh
1080f0d2864ba000	điều chỉnh
e7d9de1463037000	điều chỉnh
a4bb14fbf9fe8040	điều chỉnh
821605e86a573000	phó quan
a1870569f2f24000	bổ trợ
a1870569f2f24080	bổ trợ
fdd5aa01f206d000	ADM
19b19e5427af3000	quản trị viên
f6272c85d8f20040	quản lý
1dddfc3a4362d040	quản lý
33fe098febb57040	quản lý
9cee523b9503c040	quản lý
4fe2555fa9e77000	quản lý
cf167aa3d6f90000	chính quyền
5cff184d03316080	hành chính
cd2a9aadcda1f0c0	hành chính
d4ad1e3088528000	quản trị viên
5a657cb13e783000	quản trị viên
2be896af5b971000	quản trị viên
0e303924777ed080	đáng ngưỡng mộ
c652680d570710c0	đáng ngưỡng mộ
ccc9359771f96000	đô đốc
87d6d8caaa103000	đô đốc
1af9647ebe6ee000	hải quân
dedd29e3cfb05000	ngưỡng mộ
a51b4b8f48a31040	ngưỡng mộ
185b818da4382040	ngưỡng mộ
46edcbc091b0d000	người ngưỡng mộ
8d173e0c7c551000	người ngưỡng mộ
67f5ec4786cf7040	ngưỡng mộ
753f2d5cc2649000	tính chấp nhận
d2679326ef1ee080	có thể chấp nhận
17f30d876b5cf000	sự nhận
0b7e7688f8fc1000	tuyển sinh
aad044a8f158a040	thừa nhận
1d725f77cd212040	thừa nhận
da7f4c6b674f2000	sự cho vào
33668fb489ea5040	thừa nhận
6b9d03d86417c0c0	phải thừa nhận
c1ff4737ce52c040	thừa nhận
ed91b7e8b4e28000	hỗn hợp
a78bf8ba9d630000	hỗn hợp
310f243f60d46040	khiển trách
ca356e6aaf73b000	khuyên nhủ
41aecef01918a000	ồn ào
e07c3ad0510ab000	adobe
84905b9290530000	tuổi vị thành niên
220d6a786a94a000	thanh thiếu niên
220d6a786a94a080	thanh thiếu niên
5ea2d88056051000	thanh thiếu niên
a56db7ed61f0e000	Adonis
880865b207f6a040	nhận nuôi
3074379ee66ff040	nhận nuôi
4cc263175c1bb000	người được nhận nuôi
18d044e9564f6000	người nhận nuôi
e5252cec5e375000	người áp dụng
9a89eabaec9d1040	nhận nuôi
3a5dbe3b9158b000	nhận con nuôi
8b105f6ecb087000	nhận nuôi
1efe396d00131080	nhận nuôi
ff3d55dc0be74040	nhận nuôi
7d65f6b764182080	dễ thương
9abfd76aa22f8000	sự tôn thờ
2c4d83d104f24040	yêu mến
f6850e0fbe227040	tôn thờ
1c2b39cb24724040	trang trí
90c620feac277040	trang trí
445dbf5e347a7080	thượng thận
d4166063ea637000	adrenalin
743fec7da49a0000	adrenaline
5c3931f74a295080	adrenergic
c0c9dab29abdc0c0	trôi dạt
c316df1e709d5000	quảng cáo
c6b74008c3334040	hấp phụ
e47ecbe02e0bf000	hấp phụ
3e1e0e8cd2b0d000	người lớn
3e1e0e8cd2b0d080	người lớn
396e9ff3f0096000	ngoại tình
c8547db0fd05a000	tuổi trưởng thành
7a7d36749d2d8000	người lớn
c35317184a749000	quảng cáo
359b5dcc482a5000	sự tiến bộ
359b5dcc482a5040	tiến bộ
ad39cb040e71e080	nâng cao
b3712bec00036000	thăng tiến
b4cab5b826041000	tiến bộ
2bd12e961479e000	tiến bộ
2bd12e961479e040	tiến
c485399659a19040	tiến lên
66ed94dd77baf000	lợi thế
2f485848c1dde080	có lợi
bed53408971ef000	lợi thế
33fdb8513e954000	đối lưu
147e6daa77f61000	sự đến
03262af3667ce000	người Tái lâm
764bc6826aa41000	phiêu lưu
499fbbb669479000	nhà thám hiểm
c113f34c9c8c7000	nhà thám hiểm
f1d2197551f9c000	cuộc phiêu lưu
68f962afec05d080	mạo hiểm
a586dc20f30e8000	trạng từ
d004b25751c96000	trạng từ
2f8b7c8fd8b39080	đối nghịch
8d7f1edc972a3000	đối thủ
9b57d36a9bfa8000	đối thủ
9b2cc0d673d87080	bất lợi
656050c331aa60c0	bất lợi
d6d28a38bbc7b000	nghịch cảnh
be950f35a28f9000	quảng cáo
7b1de3075272b040	quảng cáo
1ec58a47ddd4a040	quảng cáo
59ebe0aebc547000	quảng cáo
7100ae16a7929000	quảng cáo
94bd0d3c4ce76000	nhà quảng cáo
53e62aaebe0f9000	nhà quảng cáo
3ac53981ec18a040	quảng cáo
4a27243c20c23000	quảng cáo
6740615b99680000	quảng cáo
5a2e5e58f119c000	lời khuyên
de48aa5fca58c000	lời khuyên
ad88da308136a080	nên
656115316b338040	khuyên
3545f27037c03040	khuyên
3545f27037c03080	được khuyên
fb3951d191abf000	sự tư vấn
bc7551cd23e40000	cố vấn
2ac7b8bc1491a000	cố vấn
908abc416e122040	tư vấn
bc4e2e070e61e040	tư vấn
b144c82fe771f000	cố vấn
b6c2037b61b46000	lời khuyên
157fc3fe0c379000	cố vấn
a9bbcb22f9d9b000	tư vấn
a9bbcb22f9d9b080	tư vấn
ab393f5a98928000	ủng hộ
3089bafa4bc9b040	ủng hộ
3089bafa4bc9b000	người ủng hộ
887237ec73d96040	ủng hộ
cfb13d2d8bdba000	người ủng hộ
cfb13d2d8bdba040	ủng hộ
d1208896e3471040	ủng hộ
c71e2ea300413000	phần mềm quảng cáo
70330105eb87a000	Aegean
d75322594fe8a000	sự bảo trợ
a088fec45c9d4000	kỷ nguyên
075b1f45e7402000	sự sục khí
c135d92bd2adf080	trên không
c135d92bd2adf000	ăng ten
17278e2852020000	ăng-ten
bf80c2630cd3c000	hàng không
a54cae2514be9080	hiếu khí
827f74b5bf024000	thể dục nhịp điệu
4a1fa5b630614000	sân bay
6a63ff9f45038080	khí động học
fd8d67ac0bc1d000	khí động học
3f10146390695080	hàng không
45945b48d2a5a000	hàng không
44c81c5929ac3000	máy bay
689c1ae7deb6b000	máy bay
d9f1be09384d8000	bình xịt
0732a4392342b000	khí dung
cf82a9ab3bdfa000	hàng không vũ trụ
788c758491e5d080	thẩm mỹ
788c758491e5d000	thẩm mỹ
dd8c4a48d20740c0	thẩm mỹ
63026a136709f000	thẩm mỹ
57fa2aec3dbe3000	thời gian thêm
948bc093ea6130c0	xa
8ac7012d95f35000	chuyện
298e2096582b6000	công việc
53fa19fde3b51000	công việc
25d1cda2eba07040	ảnh hưởng
27a12454cd6c1040	đã ảnh hưởng
27a12454cd6c1080	bị ảnh hưởng
d99bacaa60e6c040	ảnh hưởng
422e42ecb64ac000	tình cảm
ed2aefdbf3398080	âu yếm
2e87252973ff80c0	trìu mến
7557b21575104000	tình cảm
9783dda25bc3c080	tình cảm
fe0ad04b213e0040	ảnh hưởng
6dc4732a6b83f080	hướng tâm
efc3f916d8845000	áp phích
f6730a91e1e75000	bản tuyên thệ
d2ec528d2b43c000	bản khai có tuyên thệ
f0a400d6345ce000	chi nhánh
f0a400d6345ce040	liên kết
7bb51b07b9c0b080	liên kết
7bb51b07b9c0b040	liên kết
462e9139adf17000	chi nhánh
734228582af6e000	liên kết
37e8d56b9e3e9000	liên kết
92aad9a15ae0b080	affine
9c224763f1055000	ái lực
d4386b12499cb000	mối quan hệ
59b664dc4e9d4040	khẳng định
0bd3b74ea540e000	khẳng định
fb5dd0189d1c2000	sự khẳng định
6bec709bbfa18080	khẳng định
6bec709bbfa18000	câu khẳng định
af5854b95e6760c0	khẳng định
35acfca52d788040	khẳng định
46f8ccc659f15040	khẳng định
b4b704a3be4a3040	khẳng định
454ba76239ab0040	dán
683f0e0d88471040	gắn
9e520050282e7040	làm đau khổ
28af33843f043000	sự đau khổ
ba886aa04186c000	nỗi đau
d80fedb8e3e5d000	giàu có
019f25846d4bc080	giàu có
572bb8e490978040	đủ khả năng
7c11e3ece9ba2000	khả năng chi trả
51f81f59e1b94080	phải chăng
e79a1f192b1510c0	phải chăng
7e1beb571583b040	đủ khả năng
635371c74d8c7040	đủ khả năng
cbb538d96ed36040	có khả năng
cf1069dec5058000	xúc phạm
cf1069dec5058040	xúc phạm
a54986f6dd545080	Afghanistan
a54986f6dd545000	người Afghanistan
d87dc7b3588e6080	Afghanistan
6cc7fcdb6ab87000	người Afghanistan
62c4746a404b8000	người đam mê
fcb6bf8a70f28000	người đam mê
d0c0422c4b8480c0	xa
4604dbfc3b85b0c0	nổi
e3d3a3d18bc6b0c0	đang diễn ra
db76302c2dd5c080	đã nói ở trên
deca65960d86c080	nói trên
93d70ca829007000	AFR
f29858ccdb521080	sợ
c8a888a12d6f1080	châu phi
c8a888a12d6f1000	người châu phi
45bc927215ff1000	Africana
5b0b03e5dd9c1000	người châu Phi
02eb4b27c8543000	Afrikaans
8799e92b2e1cb000	kiểu tóc afro
787883e407f090c0	phía sau
8c49910fe30214c0	sau
8c49910fe3021200	sau khi
3a2ebffb00232000	chăm sóc sau
51545d7df4ac0000	ánh sáng dư
b6d04f00add42000	thế giới bên kia
325f0f10deae6000	thị trường phụ tùng
474c8ca529bc6000	hậu quả
2903824bcc57f000	buổi chiều
99fbe19068be0000	buổi chiều
ead34a451826d080	sau giờ học
d72b3d510717a000	nước dưỡng da sau cạo râu
a04f50cb61523000	nước sau cạo râu
862c79d9bbf1f000	dư진
3933660c4a169000	suy nghĩ sau
a950cb5d7e8660c0	sau đó
6cbae9d79d205000	Aga
76c7ae571b93c0c0	lại
52359cb0b6a524c0	chống lại
3b1271392b495080	há hốc
f9b369b33a9da000	thạch
54aa6e53477d2000	Agassi
3bdc45120651d000	mã não
1fac3727d0466000	cây thùa
079e54a37764f000	tuổi
2d29b99b8573d080	có tuổi
2d29b99b8573d040	đã già
c3a7bc15181ec040	lão hóa
c3a7bc15181ec000	sự lão hóa
17b694bd47a6b080	không tuổi
2d4ba36d34481000	cơ quan
4b21c77891acb000	cơ quan
4426a10de05cf000	chương trình nghị sự
46c31d070e584000	chương trình nghị sự
a0443d1d4ab37000	đại lý
6c3715da4acd9000	đại lý
b5d04a59da743000	lứa tuổi
02f8025caa25b000	Aggie
6033ca5190dde000	tập trung
ca3df0acede14040	làm trầm trọng thêm
a93f04f1c4de9040	trầm trọng hơn
69f2afa29a04f040	làm trầm trọng
126dc44d1d95b000	trầm trọng thêm
df34966ac62b3000	tổng hợp
df34966ac62b3040	tập hợp
df34966ac62b3080	tổng
5ba191ad64b9e040	tổng hợp
706bcd4602e25000	tập hợp
7e384ca72cbb7040	tổng hợp
d5ed57629bf7a000	sự tập hợp
f0a6fb020349c000	sự xâm lược
7692167410834080	hung hăng
ffe28c8c277140c0	hung hãn
292497c2347b1000	hung hăng
582c710c68f99000	kẻ xâm lược
6f6bc39432281040	làm tổn thương
15576e8f46eb3080	nhanh nhẹn
