# Interlingua translation file: English -> bn
# Format: hash<TAB>translation
hash	translation
3f1b571a687430c0	সম্পূর্ণরূপে
d0ed238d442a1040	শোষণ করা
e1063f07268c3080	শোষিত
e1063f07268c3040	শোষণ করা
b715ed43a8c55080	শোষক
110c306de725b080	শোষণকারী
110c306de725b040	শোষণ করছে
5b57b7162bbed040	শোষণ করে
3439f2a7c8861040	বিরত থাকা
a8fcc7dc8239f040	বিরত থাকা
0e39bbbb38078080	বিমূর্ত
0e39bbbb38078040	সারাংশ করা হয়েছিল
90b72f242323d040	বিমূর্ত করছে
f20ebd0005c19000	বিমূর্ততা
574d1a5bf20e9080	অযৌক্তিক
751d5663bca54080	প্রচুর
6d919424cb0e60c0	প্রচুরভাবে
ccb11affcdebe040	অপব্যবহার করা
76ce9c57c6982080	নির্যাতিত
76ce9c57c6982040	অপব্যবহার করা
4ab85bca2e1d8000	অপব্যবহারকারী
1d49bbdef26b4040	গালাগালি করা
c339d8fe806b4040	অপব্যবহার করা
2416d307cc9e8080	অপব্যবহারমূলক
726367defd3d6040	সংলগ্ন হচ্ছে
726367defd3d6080	সীমানাসংলগ্ন
5bc9f95ca053e080	অত্যন্ত খারাপ
02381690f4ae8080	শিক্ষাগত
320f4b53dd33b0c0	একাডেমিকভাবে
73445274f6b70080	অ্যাকেডিয়ান
786e5e8c733eb040	ত্বরান্বিত করা
f65fe33dd4dd1080	ত্বরান্বিত
f65fe33dd4dd1040	গতি বাড়ানো
64fc4ba7f7642040	ত্বরান্বিত করে
350966825998d040	ত্বরান্বিত করছে
36a46dd75514b000	ত্বরক
8e787f0be4a88080	উচ্চারণবিশিষ্ট
a59d660746eaf040	জোর দেওয়া
5513c7252e2a8040	জোর দেওয়া
6507c531d1cd3040	গ্রহণ করা
54e2e21f7db4a080	গ্রহণযোগ্য
b54cc5fa943e9040	গ্রহণ করা হয়েছে
cbe29d9ba81f9040	গ্রহণ করা
cbe29d9ba81f9080	গ্রহণকারী
8ea89e560f8b9040	গ্রহণ করে
723089f5a7f33040	প্রবেশ করা
d28bf8ef656e2040	প্রবেশ করা
1dee1cc243a44040	অ্যাক্সেস করে
e21ac292a44fe080	প্রবেশযোগ্য
ae62ed3ad33b2040	প্রবেশ করা
781fd5eb29bcd080	দুর্ঘটনাজনিত
28db0666808c20c0	দুর্ঘটনাবশত
0c78dccedecc8040	সমাদর করা
9bb6c6559dcc2080	প্রশংসিত
9bb6c6559dcc2040	প্রশংসা করা
e545216382e48040	স্থান দেওয়া
c59664bd1cf54040	থাকতে দেওয়া হয়েছে
6840f56852e89040	থাকার ব্যবস্থা করে
407b3e603deeb080	সহায়ক
407b3e603deeb040	থাকার ব্যবস্থা করা
3b3440a4f3bce040	সঙ্গে যাওয়া
3b3440a4f3bce080	সঙ্গী
fb202804a67f3040	সঙ্গে যায়
cb950c83a95b0040	সঙ্গী হওয়া
4d4a343e7acdb040	সঙ্গে যাওয়া
4d4a343e7acdb080	সহগামী
6d959a45b892b040	সম্পন্ন করা
af22ea9bb199e080	দক্ষ
af22ea9bb199e040	সম্পন্ন করা
8b7c9450ef522040	সম্পন্ন করে
2647f2e8bbc64040	সম্পন্ন করা
87cab753db57e040	মঞ্জুর করা
03664011f21ac040	প্রদান করা হয়েছিল
f51b00d32f5a50c0	সেইমতো
ac18ee09a7fed000	চুক্তি
ac18ee09a7fed040	প্রদান করে
b87f34838c7a9080	দায়বদ্ধ
bf68e6e042512040	হিসাব করা
2dfe1cb958232080	স্বীকৃত
2dfe1cb958232040	অনুমোদন দেওয়া
5cbbb0d105d52040	স্বীকৃতি দেওয়া
588e94ba73f61040	জমা হওয়া
19bf4dc42abe9040	জমা হওয়া
19bf4dc42abe9080	সঞ্চিত
7e21ba4f7e625040	জমা হচ্ছে
234c1bf6aa870040	জমা করা
fd03ed434ee7c040	সঞ্চিত হওয়া
0661214156300040	জমা হয়
911ccdc1fa5e9040	জমা করছে
3f84db92be971080	নির্ভুল
cb62784e21feb0c0	সঠিকভাবে
f1b4c8fe07ff4040	অভিযোগ করা
a21525bcd343e080	অভিযুক্ত
f3a28f3d70644040	অভিযুক্ত করে
df4510b3a9d99040	অভিযোগ করা
df4510b3a9d99080	অভিযুক্তকারী
721deff46032e080	অভ্যস্ত
b13869436f787080	অ্যাসিটিক
bc354f3c7d0e0040	কষ্ট পাওয়া
77aead90852f1040	কষ্ট হয়
5195e3e9dbcdd080	অর্জনযোগ্য
b57b27da872d4040	অর্জন করা
493719a710c09040	অর্জন করা
493719a710c09080	অর্জিত
c05bd26290adb040	অর্জন করে
9393e1000c7e9040	অর্জন করা
6f9aa9bbf6f3f080	ব্যথাযুক্ত
6f9aa9bbf6f3f040	ব্যথা করছে
386c8da883bb8080	অম্লীয়
16b94fcd005ed040	স্বীকার করা
b49b1cb54af4d040	স্বীকার করা
b49b1cb54af4d080	স্বীকৃত
008351c7292f9040	স্বীকার করা
95ec1ad8b8047040	স্বীকার করছে
0dbccca9dd901080	শব্দ সংক্রান্ত
637396d691197080	শব্দসংক্রান্ত
1c02bab23e1e1040	পরিচিত করানো
73452230d07a2000	পরিচিত ব্যক্তি
11bc51411553d080	পরিচিত
11bc51411553d040	পরিচয় হয়েছে
9580d918eeb70040	অর্জন করা
22f3332fbbeb2080	অর্জিত
22f3332fbbeb2040	অর্জন করা
3f213c7cca4fc040	অর্জন করা
41fe3bef29c11040	অর্জন করা
0598a9517898f040	মুক্তি দেওয়া হল
37b23fe5979fb080	কসরতমূলক
884546d7f85264c0	জুড়ে
fd568b3122aab080	অ্যাক্রিলিক
f5f4c1c9b4628040	কাজ করা
ab516ae26c7b2040	অভিনয় করা
8bfa9aa86ae0e080	অভিনয়কারী
a0f50a1e9bbf2080	কার্যকর
0fb3b9633e375040	সক্রিয় করা
40923248f3f89040	সক্রিয় করা
99f7c01f5c488040	সক্রিয় করে
9aa476a16a949040	সক্রিয় করা
674dcd338280a0c0	সক্রিয়ভাবে
a30ca4e899b0c040	কাজ করে
0e0c6d4b415f00c0	প্রকৃতপক্ষে
00a6983485a8d080	বীমাগাণিতিক
0524d1d7b2044040	চালিত করা
e96f68c9eabc1040	চালিত
d67fb5881f149000	অ্যাকচুয়েটর
7ff2163d2a821080	তীব্র
205904e865a0b0c0	তীব্রভাবে
c57d9634c7dc3080	অচক্রীয়
16cb43562fc790c0	ধীরে
5e31435ff6d12080	অনমনীয়
570af80a02d88040	মানিয়ে নেওয়া
26482e1d68393080	মানিয়ে নেওয়ার যোগ্য
c5e2f87d4f534040	অভিযোজিত হওয়া
c5e2f87d4f534080	অভিযোজিত
320f37346da92040	অভিযোজিত করা
4c81dadb36ac1080	অভিযোজনশীল
4f0d39671740b040	অভিযোজিত হয়
ffb352e13fd28040	যোগ করা
2bee98317da6a040	যোগ করা হয়েছে
cad9cbe4c3220040	আসক্ত করা
45a56feee1bb8080	আসক্ত
7cd90812589ba080	আসক্তিকর
7cd90812589ba040	নেশা ধরাচ্ছে
b428a8582380a080	আসক্তিমূলক
995d68c7d5a6f040	যোগ করছে
6bb6e92db32d70c0	অতিরিক্তভাবে
543d3ab02bdec080	যোগাত্মক
fc666635f5471040	সম্বোধন করা
8367ed1cbef0b080	সম্বোধনযোগ্য
f15d599fb1805040	সম্বোধন করা
f15d599fb1805080	সম্বোধিত
c2546a4cb03de040	সম্বোধন করে
048ec15dfb105040	সম্বোধন করা
ad9530c845c52040	যোগ করা
4969eeda6fb2f080	দক্ষ
d0aba09c766cc080	পর্যাপ্ত
f409da41589f30c0	পর্যাপ্তভাবে
9dae799b676f3040	মেনে চলা
3aebe288d9987040	মেনে চলেছিল
b94c4d4177d66080	সংলগ্ন
bc12725a53958040	আঁকড়ে থাকে
f77e24ed7606f040	মেনে চলছে
55e09a28ac89a080	আঠালো
c4b9d1e0ae784080	তাপবিহীন
87a2b849c728f340	বিদায়
b5dc9b4a5682c340	বিদায়
73e608221c005080	চর্বিযুক্ত
984bad50f1fef080	সংলগ্ন
b3bf90c854c47080	বিশেষণীয়
4065bffb3a785000	বিশেষণ
8c34281d3f04a080	সংলগ্ন
31461680ea4c3080	সংযুক্ত
0d787a5598f36040	স্থগিত করা
8c56b0aec6af2040	মুলতবি করা হয়েছে
8c56b0aec6af2080	স্থগিত
7f041d93ccefe040	বিচার করা
5f5af45500982040	বিচার করেছে
fe606b28cba18080	সংযোজিত
4fd20f1eb97cf040	সামঞ্জস্য করা
46d7364792e00080	সামঞ্জস্যযোগ্য
e55a2d6a1cd8b080	সামঞ্জস্যকৃত
e55a2d6a1cd8b040	সামঞ্জস্য করা
4ce41540b4428040	সামঞ্জস্য করা
a4bb14fbf9fe8040	সামঞ্জস্য করে
a1870569f2f24080	সহযোগী
f6272c85d8f20040	পরিচালনা করা
1dddfc3a4362d040	পরিচালনা করা
33fe098febb57040	পরিচালনা করা
9cee523b9503c040	পরিচালনা করে
cd2a9aadcda1f0c0	প্রশাসনিকভাবে
0e303924777ed080	প্রশংসনীয়
c652680d570710c0	প্রশংসনীয়ভাবে
a51b4b8f48a31040	প্রশংসা করা
185b818da4382040	প্রশংসা করেছে
67f5ec4786cf7040	প্রশংসা করছে
67f5ec4786cf7080	মুগ্ধ
d2679326ef1ee080	গ্রহণযোগ্য
aad044a8f158a040	স্বীকার করা
1d725f77cd212040	স্বীকার করা
33668fb489ea5040	স্বীকার করা
6b9d03d86417c0c0	স্বীকার্যভাবে
c1ff4737ce52c040	স্বীকার করছে
310f243f60d46040	তিরস্কার করা
220d6a786a94a080	কিশোর বয়সী
880865b207f6a040	গ্রহণ করা
3074379ee66ff040	গ্রহণ করা হয়েছে
9a89eabaec9d1040	গ্রহণ করা
8b105f6ecb087000	দত্তক গ্রহণ
1efe396d00131080	দত্তক
ff3d55dc0be74040	গ্রহণ করে
7d65f6b764182080	প্রিয়
2c4d83d104f24040	পূজা করা
f6850e0fbe227040	পূজা করল
1c2b39cb24724040	সাজানো
90c620feac277080	সজ্জিত
90c620feac277040	সাজিয়েছিল
445dbf5e347a7080	অ্যাড্রিনাল
5c3931f74a295080	অ্যাড্রেনার্জিক
991d425e5a5c1080	আড্রিয়াটিক
c0c9dab29abdc080	ভাসমান
c0c9dab29abdc0c0	উদ্দেশ্যহীনভাবে
c6b74008c3334040	শোষিত
359b5dcc482a5040	অগ্রসর হওয়া
ad39cb040e71e080	অগ্রসর
b4cab5b826041000	অগ্রগতি
2bd12e961479e040	অগ্রসর হওয়া
c485399659a19040	এগিয়ে যাওয়া
2f485848c1dde080	সুবিধাজনক
c113f34c9c8c7000	অভিযাত্রী
68f962afec05d080	দুঃসাহসী
2f8b7c8fd8b39080	প্রতিকূল
9b2cc0d673d87080	প্রতিকূল
656050c331aa60c0	প্রতিকূলভাবে
7b1de3075272b040	বিজ্ঞাপন দেওয়া
1ec58a47ddd4a040	বিজ্ঞাপন দেওয়া
3ac53981ec18a040	বিজ্ঞাপন দেয়
ad88da308136a080	উচিত
656115316b338040	পরামর্শ দেওয়া
3545f27037c03040	পরামর্শ দেওয়া
3545f27037c03080	পরামর্শকৃত
908abc416e122040	পরামর্শ দেয়
bc4e2e070e61e040	পরামর্শ দেওয়া
3089bafa4bc9b040	সমর্থন করা
887237ec73d96040	সমর্থন করেছে
cfb13d2d8bdba040	সমর্থন করে
d1208896e3471040	সমর্থন করছে
70330105eb87a080	এজিয়ান
c135d92bd2adf080	আকাশবাহী
17278e2852020000	এরিয়াল
bf80c2630cd3c080	বায়ু সংক্রান্ত
a54cae2514be9080	বায়বীয়
6a63ff9f45038080	বায়ুগতিবিদ্যা সম্পর্কিত
3f10146390695080	বিমানচালনা সংক্রান্ত
0732a4392342b000	অ্যারোসল
cf82a9ab3bdfa080	মহাকাশ সংক্রান্ত
788c758491e5d080	নান্দনিক
dd8c4a48d20740c0	নান্দনিকভাবে
948bc093ea6130c0	দূরে
25d1cda2eba07040	প্রভাবিত করা
27a12454cd6c1040	প্রভাবিত হয়েছে
d99bacaa60e6c040	প্রভাবিত করা
d99bacaa60e6c080	প্রভাবকারী
ed2aefdbf3398080	স্নেহপূর্ণ
2e87252973ff80c0	স্নেহের সাথে
9783dda25bc3c080	আবেগজনিত
fe0ad04b213e0040	প্রভাবিত করে
6dc4732a6b83f080	অভিবাহী
f0a400d6345ce040	অধিভুক্ত করা
7bb51b07b9c0b080	অধিভুক্ত
7bb51b07b9c0b040	সংযুক্ত করা
92aad9a15ae0b080	অ্যাফাইন
59b664dc4e9d4040	নিশ্চিত করা
6bec709bbfa18080	ইতিবাচক
af5854b95e6760c0	ইতিবাচকভাবে
35acfca52d788040	নিশ্চিত করা
46f8ccc659f15040	নিশ্চিত করছে
b4b704a3be4a3040	নিশ্চিত করে
454ba76239ab0040	সংযুক্ত করা
683f0e0d88471040	সংযুক্ত করেছিল
683f0e0d88471080	লাগানো
9e520050282e7080	আক্রান্ত
9e520050282e7040	কষ্ট দিয়েছিল
019f25846d4bc080	সমৃদ্ধ
572bb8e490978040	সামর্থ্য হওয়া
51f81f59e1b94080	সাশ্রয়ী
e79a1f192b1510c0	সাশ্রয়ী মূল্যে
7e1beb571583b040	সামর্থ্য ছিল
635371c74d8c7040	সামর্থ্য আছে
cbb538d96ed36040	সামর্থ্য থাকে
cf1069dec5058040	অবমাননা করা
a54986f6dd545080	আফগান
d87dc7b3588e6080	আফগান
6cc7fcdb6ab87000	আফগান
d0c0422c4b8480c0	দূরে
4604dbfc3b85b0c0	ভাসমান
4604dbfc3b85b080	পানির উপর
e3d3a3d18bc6b0c0	পায়ে হেঁটে
e3d3a3d18bc6b080	চলমান
db76302c2dd5c080	পূর্বোল্লিখিত
deca65960d86c080	পূর্বোক্ত
f29858ccdb521080	ভীত
787883e407f090c0	জাহাজের পিছনে
787883e407f09080	পশ্চাদ্ভাগে
8c49910fe30214c0	পরে
8c49910fe3021200	পরে
99fbe19068be0000	বিকেল
ead34a451826d080	স্কুলের পরে
a950cb5d7e8660c0	পরে
76c7ae571b93c0c0	আবার
52359cb0b6a524c0	বিরুদ্ধে
3b1271392b495080	হাঁ করা
2d29b99b8573d080	বয়স্ক
c3a7bc15181ec080	বৃদ্ধ হওয়া
17b694bd47a6b080	চিরযুবা
ca3df0acede14040	আরও খারাপ করা
a93f04f1c4de9080	তীব্রতর
a93f04f1c4de9040	বাড়িয়ে তুলেছে
69f2afa29a04f080	বিরক্তিকর
69f2afa29a04f040	আরও খারাপ করছে
df34966ac62b3080	সামগ্রিক
df34966ac62b3040	একত্রিত করা
5ba191ad64b9e040	একত্রিত করা হয়েছে
706bcd4602e25040	একত্রিত করে
7e384ca72cbb7040	একত্রিত করছে
7692167410834080	আক্রমণাত্মক
ffe28c8c277140c0	আক্রমণাত্মকভাবে
6f6bc39432281080	ক্ষুব্ধ
15576e8f46eb3080	তৎপর
b119b7c25219a080	বার্ধক্য
1fdd56c01608c080	উত্তেজিত
1fdd56c01608c040	আলোড়িত করল
4d7eb57d0c49a080	সংশয়বাদী
5e64a547207ba0c0	আগে
2df7e681053a3080	যন্ত্রণাদায়ক
2df7e681053a3040	কষ্ট পাচ্ছে
96142014404b1080	কৃষিভিত্তিক
69cd019f95634040	রাজি হওয়া
40ecfee2e4c0c080	সম্মত
2838f1e6d8b84040	সম্মত হয়েছিল
a164bf29b9389040	রাজি হওয়া
b833573a32c5b040	সম্মত হয়
17489125ef864000	কৃষি
8888afcfab999080	কৃষিবিজ্ঞান সম্পর্কিত
451bc9a2f9a70340	আহা
27c93c7bbc0330c0	সামনে
57ff4b549786f340	আহেম
b8461e274bbb8340	আহয়
c985aed1f5304040	সাহায্য করা
00fe297404171040	সাহায্য করা
40ce24317336d040	সাহায্য করা
0af54964fb0a2040	সাহায্য করে
4603035e930a5040	অসুস্থ করা
d3f2fcf3960e3080	অসুস্থ
152423daa9958000	অসুস্থতা
b3bffc67a5797040	লক্ষ্য করা
15e5d3cc87826040	লক্ষ্য করা
15e5d3cc87826080	লক্ষ্যভিত্তিক
b72248bc341e7040	লক্ষ্য করা
d65f13d928108040	লক্ষ্য করা
af49a351a35fa000	এয়ারব্যাগ
5103797c7591a080	বায়ুবাহিত
3d0cd3f8dd960040	এয়ারব্রাশ করা
c0fc760a997b5040	সম্প্রচার করা
c0fc760a997b5080	বাতাস খাওয়ানো
aef382b6545bd040	বিমানে পরিবহন করা
49f9f4b993a3f040	প্রচার করে
c492206c1e198080	বায়ুরোধী
8d06c119a04a8000	বেতার তরঙ্গ
e40ab010c780b080	বায়বীয়
7ba768401e4920c0	ওরফে
06f74f28ecc21080	সদৃশ
00a4954ccc2274c0	মতো
937388fb99a42040	সতর্ক করা
a0b0470c17285080	আতঙ্কিত
a0b0470c17285040	সতর্ক করেছিল
c0e95a9fc37dc080	উদ্বেগজনক
e065c4677d281340	হায়
5ae1d0c037dcc080	আলাস্কার
669aef345aa54080	আলবেনীয়
7a4b0649c6d2b200	যদিও
9d50a3386b5bd080	রঞ্জকবিহীন
e862055146d4f080	মদ্যপ
6482ea4c516ed000	অ্যালডারম্যান
40bcb8a4335a0040	সতর্ক করেছিল
40bcb8a4335a0080	সচেতন
8b1d852e1cc8a040	সতর্ক করা
1770f5dfc1e0d040	সতর্ক করে
6b7b079e95e0f000	এল
4834665153c06080	আলেউশিয়ান
425f15dbfeb4a080	শৈবাল সম্পর্কিত
d96a738ec32a8080	বীজগণিতীয়
a3e4e10527f9b000	বীজগণিত
2b68cdd1168e9080	আলজেরীয়
da8f63bccf0a1080	অ্যালগরিদমিক
49d2357ffb76f0c0	অন্যথায়
2e9bb3590a5b3080	ভিনগ্রহের
b3bb5042b5033040	বিচ্ছিন্ন করা
043a9a0755fc8080	বিচ্ছিন্ন
043a9a0755fc8040	বিচ্ছিন্ন করল
004bda713bfbe040	বিচ্ছিন্ন করছে
004bda713bfbe080	বিরক্তিকর
bbdffd8aa20a2040	নামা
bbdffd8aa20a2080	জ্বলন্ত
6344e1e6eefd4040	সারিবদ্ধ করা
b0cfd363098f9080	সারিবদ্ধ
b0cfd363098f9040	সারিবদ্ধ করা
c79f15e078623040	সারিবদ্ধ করা
661e4eacf56d4000	সারিবদ্ধকরণ
a51720cbabc36040	সারিবদ্ধ করে
8c53d746ef76c080	একই রকম
8c53d746ef76c0c0	সমানভাবে
bb66440e6b992040	সারিবদ্ধ করা
01820195a7136080	অ্যালিফ্যাটিক
6b32f7eb14d82080	জীবিত
ad469b56537a4080	ক্ষারীয়
513a2286f3fd3080	সব
513a2286f3fd3540	সকল
360326772adb8040	অভিযোগ করা
6de9752c78477080	অভিযুক্ত
560417afa19910c0	কথিত
5355a9d698c21040	অভিযোগ করে
ee254c2fef291040	অভিযোগ করছে
399b4f184c5b3080	রূপকাত্মক
1445fb50a4ac50c0	দ্রুত গতিতে
c2cadcf348d24000	অ্যালিল
1d9cc992261ba080	অ্যালিলিক
e68d7fea93945080	অ্যালার্জি সৃষ্টিকারী
e3d7bc60bb435080	অ্যালার্জিক
f9e8f8b5f83f4040	উপশম করা
9b24ad1897edf040	লাঘব করা
113b12b6d85cc040	উপশম করছে
ae1387498eaa9080	মিত্র
c46af581c373a040	মিত্রতা করে
0e73726097154040	বরাদ্দ করা
33b06cb82eeb9080	বরাদ্দকৃত
33b06cb82eeb9040	বরাদ্দ করা
e4938edd16484040	বরাদ্দ করে
9ed7cdf226d43040	বরাদ্দ করছে
9be3eb2ac07a4040	বরাদ্দ করা
d95c0544b54af040	বরাদ্দ করা হয়েছে
8c4523e3ae047040	অনুমতি দেওয়া
912fc0caf77e6080	অনুমোদনযোগ্য
1ce8afdb75639040	অনুমতি দেওয়া হয়েছে
a9aff46ac0871040	অনুমতি দেওয়া
5e7d184f7ab92040	অনুমতি দেয়
6bb058556d540040	মিশ্রিত করা
07b6280d60b52040	মিশ্রিত করা
a09a3e520a917040	ইঙ্গিত করেছিল
4e8b585d6ae44040	প্রলুব্ধ করা
77376bf5ffa97080	মোহনীয়
948328d24c640080	পলিমাটির
dee7192b072e5040	মিত্রতা করা
eb085d2ea52a4000	পঞ্জিকা
dfb7b19642155080	সর্বশক্তিমান
bbe176725a575000	বাদাম
6ffdf66ca88420c0	প্রায়
f5d064d42f9260c0	উপরে
dae4f011a81da340	আলোহা
7f88f1ea635b20c0	একাকী
d1c4c4881d27b4c0	বরাবর
d1c4c4881d27b0c0	সাথে
d4fc4d2552b064c0	পাশাপাশি
d4fc4d2552b060c0	পাশে
e70cb269adc70080	দূরে থাকা
e70cb269adc700c0	নির্লিপ্তভাবে
3015219afa18f0c0	জোরে
2cb8a2f3c20af080	বর্ণানুক্রমিক
fb89b29d2a442080	বর্ণানুক্রমিক
73658cec8a1780c0	বর্ণানুক্রমে
ded0e77f613f5080	বর্ণসংখ্যাত্মক
525fbdfa0281b080	বর্ণসংখ্যামূলক
dfcc8a4de0990080	আল্পাইন
85b21cdc7aa630c0	ইতিমধ্যে
9fca80873cdde080	ঠিক আছে
9fca80873cdde0c0	ভালো
02c3d3fad0a940c0	এছাড়াও
b79998662aa0c080	বিকল্প
0aa17e1d59999040	পরিবর্তন করা
903a719497233040	পরিবর্তন করা
903a719497233080	পরিবর্তিত
41daf879cb35c040	পরিবর্তন করা
73654c60e38e1080	বিকল্প
73654c60e38e1040	পর্যায়ক্রমে করা
d56a9e93850be0c0	পালাক্রমে
6aaf83c7ed100040	বিকল্প হয়
fd00833825e52080	পর্যায়ক্রমিক
fd00833825e52040	পরিবর্তন করা
0d10de4cb3c090c0	বিকল্পভাবে
9314ec5173233040	পরিবর্তন করে
87d53aa71c219200	যদিও
54a5337a350a90c0	সম্পূর্ণরূপে
d84dd470f8ad9080	পরার্থপর
e13fbc8840355080	বায়ুকোষীয়
383db3fe15f9d0c0	সবসময়
f7085e17e17d3040	আছি
aae1fb57d9261040	একত্রিত করেছে
aae1fb57d9261080	মিশ্রিত
2c499d89ebbd5040	জমা করেছে
8e1ff0a436e53040	বিস্মিত করা
f2d678ae0bbe4080	বিস্মিত
f2d678ae0bbe4040	অবাক করা
264394ecc4e9c040	বিস্মিত করে
fa3e8289367960c0	আশ্চর্যজনকভাবে
e0023243d3b04080	বাদামী হলুদ
a48bda797c9c5080	পরিবেষ্টিত
7cf132d6ab94f080	দ্ব্যর্থক
b0976a7667a51080	উচ্চাকাঙ্ক্ষী
45673e520a073080	দ্বিধাগ্রস্ত
bf054fac5641c080	হাঁটতে সক্ষম
e38c09622577d040	গোপন আক্রমণ করা
f15a171d2d22b040	অতর্কিত আক্রমণ করা হয়েছে
f15a171d2d22b080	ঘাতক
10fbf1d1e71ac040	উন্নতি করা
258c424f21c01340	আমিন
ac7f964e52cc2080	সম্মতিশীল
469b4543ac306040	সংশোধন করা
280ad6afbfd40080	সংশোধিত
280ad6afbfd40040	সংশোধন করা
be11c7459cc81040	সংশোধন করা
240a1ab76ce33040	সংশোধন করে
00bfb372e7473080	মিশুক
61923e70d3491080	বন্ধুত্বপূর্ণ
8e20b7aaaa9e54c0	মধ্যে
b3850fd5b48094c0	মধ্যে
9bd6afa2a58a6000	বন্ধু
2885c67fa2fdf080	আমিশ
7fc555a1a6f04080	ভুল
7fc555a1a6f040c0	অসঠিকভাবে
04c7be1e6ee92080	অ্যামনিওটিক
abd86f629b4aa0c0	উন্মত্তভাবে
257f078fc38324c0	মধ্যে
b1d0fc83e45274c0	মধ্যে
b58223e934d9c080	প্রেমময়
5f3e3442b90df080	অনির্দিষ্ট আকারের
17fb0bf91477b040	ধীরে ধীরে শোধ করল
17fb0bf91477b080	পরিশোধিত
2d743dbe031c7040	পরিমাণ হয়েছে
94e856584fde3040	সমান হচ্ছে
410d1e7594d21040	পরিমাণ হয়
c4791a99e09b3080	উভচর প্রাণী
65b88306c069b000	উভচর প্রাণী
0663db719b254080	উভচর
384574740d82f080	প্রচুর
2a45b64881e8d040	পরিবর্ধিত
2a45b64881e8d080	বিস্তারিত
eacd442c876c9040	বর্ধিত করা
09d62b65e6bf2040	বর্ধিত করা
4e82ef0a0fd79000	প্রশস্ততা
0566b18a6ac960c0	পর্যাপ্তভাবে
ceefb7f0ee930040	বিনোদিত করা
46e82465823f6080	আমোদিত
46e82465823f6040	মজা পেয়েছে
853dd4799ab72000	বিনোদন
a89ea0fbec4a9080	মজাদার
dc4aa8f1b5d4c080	শ্বেতসার সদৃশ
0426e4ca9cf13080	অ্যানাবলিক
37b4fcc58bbb3080	অবায়ুজীবী
e1f9f9feb4015080	অবেদনকারী
74c450b0d1ed4080	ব্যথা উপশমকারী
8a5c481f95900080	এনালগ
28e449364342f080	সাদৃশ্যপূর্ণ
af7226ed94c0c000	অ্যানালগ
0a799d0aa8e65080	সাদৃশ্যপূর্ণ
e5b2ad0a49435040	বিশ্লেষণ করা
b247f9a96037b040	বিশ্লেষণ করা
f4f73dbb8b0f0040	বিশ্লেষণ করা
d77c189528cc3080	বিশ্লেষণাত্মক
76ae7e138954b080	বিশ্লেষণাত্মক
b30a2a374dd100c0	বিশ্লেষণাত্মকভাবে
cdb11c4613226080	অ্যানামর্ফিক
336e45e1274a3080	অরাজক
4cf655fcfd68c080	আনাতোলীয়
201dc0e314b60080	শারীরবৃত্তীয়
2c0ecdfe5c9db080	শারীরবিদ্যা সম্বন্ধীয়
9ec14d69f758e0c0	শারীরবিদ্যাগতভাবে
47d55e984c2ec080	পূর্বপুরুষের
c520411cf5835040	নোঙ্গর করা
761c729828550040	নোঙর করা হয়েছে
761c729828550080	স্থির
